ins_id,nome,descricao
RSPALA,P.LANSUL,SUB PARAMOUNT LANSUL RS
RSPOMO,P.I.MONTENEGR,SUB POLO INDUSTRIA MONTENEGRO RS
RSSATA,S.TAQUARI,SUB SATIPEL TAQUARI RS
RSJAG,JAGUARI,USI JAGUARI RS
MGCOG,CONGONHAL 1,USI CONGONHAL1 MG
MGHPOR,H.PORTUGAL,USI HENRIQUE PORTUGAL MG
MGPLEM,PAES LEME,USI PAES LEME MG
MGRIBE,RIBEIRAO,USI RIBEIRAO MG
RJREDC,REDUC-PBR,SUB REDUC PETROBRAS RJ
RJTBIG,COTEBIG,SUB COTEBIG RJ
RJGUAR,GUARDIAN,SUB GUARDIAN RJ
RJNOAM,NOVA AMERICA,SUB NOVA AMERICA RJ
RJVWR,VOLKSWAGEN-P.,SUB VOLKSWAGEN-PEUGEOT RJ
SPBON,BONSUCESSO,SUB BONSUCESSO SP
SPVJS,V.J.D. SANTOS,SUB VALTER JOSE DOS SANTOS SP
SPGUR,GUARA,SUB GUARA SP
SPQUE,QUELUZ 1,SUB QUELUZ 1 SP
SPVIS,VISCOFAN,SUB VISCOFAN SP
SPBEL,BELGO,SUB BELGO SP
SPBORL,BORLEN,SUB BORLEN SP
SPVHE,V. HERMINIA 1,SUB VILA HERMINIA 1 SP
SPCIS,CISPER 1,SUB CISPER 1 SP
SPALPI,ALCAN PINDA,SUB ALCAN PINDAMONHANGABA SP
SPJOHN,JOHNSON,SUB JOHNSON S�O JOS� DOS CAMPOS 2 SP
SPKLM,KLABIN MOGI 1,SUB KLABIN MOGI 1 SP
SPKLCR,KLA.CRUZEIRO,SUB KLABIN CRUZEIRO SP
SPVWTA,VOLKS.TAUBATE,SUB VOLKSWAGEN TAUBATE 1 SP
SPGMSJ,GM S.J.CAMPOS,SUB GM SAO JOSE DOS CAMPOS 2 SP
SPWMJA,W.M.JACAREI,SUB WHITE MARTINS JACAREI SP
SPVOCP,V.CELULOSE2,SUB VOTORANTIM CELULOSE 2 SP
SPTEGU,T.GUARULHOS,SUB TELEFONICA GUARULHOS SP
SPKODA,K.S.J.CAMPOS,SUB KODAK SAO JOSE DOS CAMPOS SP
SPPSUZ,PAPEL SUZANO,SUB PAPEL SUZANO SP
SPRHOJ,RHODIAJACAREI,SUB RHODIA JACAREI SP
SPAIRP,AIR P.MOGI,SUB AIR PRODUCTS MOGI DAS CRUZES SP
SPAPHA,A.P.SUZANO,SUB AVENTIS PHARMA SUZANO SP
SPVIBA,ACOS V.PINDA,SUB A�OS VILLARES PINDA SP
SPVIST,VIS.GUARULHOS,SUB VISTEON GUARULHOS SP
SPPEGU,PET.GUARAREMA,SUB PETROBRAS GUARAREMA SP
SPLORE,LORENPET-LORE,SUB LORENPET-LORENA SP
SPGYOT,GYOTOKU SUZAN,SUB GYOTOKU SUZANO SP
SPFTAU,AUSTONTAUBATE,SUB AUSTON TAUBATE SP
SPSABB,S.B.MIRIM,SUB SABESP BIRITIBA MIRIM SP
SPTESJ,T.H.S.J.CAMPO,SUB TELEFONICA HUMAITA S.JOSE DOS CAMPOS SP
SPSGBL,S.G.A.LORENA,SUB SAINT GOBAN ABRASIVOS LORENA SP
SPREXA,REXAN JACAREI,SUB REXAN JACAREI SP
SPSATA,S.T.SUZANO,SUB SABESP TAIACUPEBA SUZANO SP
SPNEST,NES.CACAPAVA,SUB NESTLE CACAPAVA SP
SPTSUZ,TSUZUK SUZANO,SUB TSUZUKI SUZANO SP
MTSACO,US.SA. CORGAO,USI PCH SALTO CORGAO MT
PEPMR,PALMARES,SUB PALMARES PE
SPPEP,PRE.EPITACIO,SUB PRESIDENTE EPITACIO SP
GOMCA,MARACA,SUB MARACA GO
SEPPR,PROPRIA,SUB PROPRIA SE
ALCPT,CAMPESTRE,SUB CAMPESTRE AL
DFCIPL,CIPLAN,SUB CIPLAN DF
DFLATA,LATASA,SUB LATASA DF
DFCTOC,C.TOCANTINS,SUB CIMENTO TOCANTINS DF
RSUBUG,BUGRES,USI BUGRES RS
RSUCAP,CAPIGUI,USI CAPIGUI RS
RSUFO,FORQUILHA,USI FORQUILHA RS
RSUPIN,P.DO INFERNO,USI PASSO DO INFERNO RS
RSUTOC,TOCA,USI TOCA RS
RSUIVA,IVAI,USI IVAI RS
RSUHER,HERVAL,USI HERVAL RS
PBCTL,CATOLE,SUB CATOLE PB
PBBVA,BOA VISTA PB,SUB BOA VISTA PB PB
SCKKY,K.KIMBERLY,SUB KLABIN KIMBERLY SC
SCCTM,COTEMINAS,SUB COTEMINAS SC
SCKBN,KLABIN,SUB KLABIN SC
SCSDC,S.CONCORDIA,SUB SADIA CONCORDIA SC
SCUTN,T.NOVA BRASIL,SUB TERRA NOVA BRASIL SC
SCWEG,WEG,SUB WEG SC
PBORT,ORATORIO,SUB ORATORIO PB
PATAP,SE TAPAJOS,SUB TAPAJOS CELPA PA
PAPAP,SE PARAUPEBAS,SUB PARAUAPEBAS PA
GOUNL,UNILEVER,SUB UNILEVER GO
GOULF,ULTRAFERTIL,SUB ULTRAFERTIL GO
GOVVE,VALE VERDAO,USI VALE DO VERDAO GO
DFSEST,SOBRADINHO,SUB SOBRADINHO DF
MSCAS,CASSILANDIA,SUB CASSILANDIA MS
SCUHA,HIMASA,USI HIMASA SC
SCCLA,COMPARTIL DESAT,SUB COMPARTILHADA SC
SCAOA,ALTONA,SUB ALTONA SC
SCDLR,DOHLER,SUB DOHLER SC
SCLAI,LA.INDUSTRIAL,SUB LAGES AREA INDUSTRIAL SC
SCMLI,MILI,SUB MILI SC
MTBURO,BUNGE ROND.,SUB BUNGE RONDONOPOLIS MT
PILUZ,LUZILANDIA,SUB LUZILANDIA PI
PIMTO,MATIASOLIMPIO,SUB MATIAS OLIMPIO PI
PIURI,URICUI,SUB URICUI PI
PITBD,TABULEIROS,SUB TABULEIROS PI
PEAMPE,AMANCO PE,SUB AMANCO PE
PEPFX,PETROFLEX PE,SUB PETROFLEX PE
PEWMAR,WHITE MARTINS,SUB WHITE MARTINS PE
PECIV,C.I.V.RECIFE,SUB COMPANHIA INDUSTRIAL DE VIDROS RECIFE PE
PECAII,A.I.I.ARARIPE,SUB AGRO INDUSTRIAL IGARASSU ARARIPE PE
PEALCO,A.ITAPISSUMA,SUB ALCOA ITAPISSUMA PE
MTBUCU,BUNGE CUIABA,SUB BUNGE CUIABA MT
MTSADI,S.V.GRANDE,SUB SADIA VARZEA GRANDE MT
MGJFO2,JUIZ DE FORA2,SUB JUIZ DE FORA 2 MG
MGRICE,RIMA C.ENEAS,SUB RIMA CAP. ENEAS MG
MGCOTE,COTENOR,SUB COTENOR MG
MGIJAC,INTER. IJACI,SUB INTERCEMENT IJACI MG
SPICE,ICEM,SUB ICEM SP
SPPPA,PAT.PAULISTA,SUB PATROCINIO PAULISTA SP
MGPAG,PORTO AGRARIO,SUB PORTO AGRARIO MG
SPPAF,PAULO FARIA,SUB PAULO DE FARIA SP
MGLUZI,U.SANTA LUZIA,USI SANTA LUZIA MG
MGPARA,S.PARAOPEBA,USI SALTO DO PARAOPEBA MG
MGPISS,PISSARAO,USI PISSARAO MG
MGKLBE,KLABIN BETIM,SUB KLABIN BETIM MG
MGSIPA,S.I.P.ALEGRE,SUB SOBRAL INVICTA POUSO ALEGRE MG
MGKITV,S.JOSE LAPA,SUB S.JOSE DA LAPA MG
MGKITI,ITAU DE MINAS,SUB ITAU DE MINAS MG
MGCOFA,COFAP LAVRAS,SUB COFAP LAVRAS MG
MGJDD,JOAO DE DEUS,USI PCH JOAO DE DEUS MG
MGPIVA,P.I.VARGINHA,SUB POLO INDUSTRIA VARGINHA MG
MGCCPL,C.C.P.LEOPOLD,SUB CAMARGO CORREA CIMENTOS PEDRO LEOPOLDO MG
MGCORF,C.DO FEIJAO,SUB CORREGO DO FEIJAO MG
MGCMSA,C.MEIO SABARA,SUB CORREGO DO MEIO SABARA MG
MGFAMA,F.A.MARIANA,SUB FAZENDA ALEGRIA MARIANA MG
MGMIBR,MINA BRUCUTU,SUB MINA DE BRUCUTU MG
MGUHLA,LAJES,USI LAJES MG
MGBUKB,SE BUNGE KBF,SUB SE BUNGE KBF MG
MGKDW,US BUNGE KBF,USI US BUNGE KBF MG
MGKFR,FERTECO,SUB FERTECO MG
MGKCSG,CSN CONGONHAS,SUB CSN CONGONHAS MG
MGCDML,CDM STA LUZIA,SUB CDM SANTA LUZIA MG
MGMIGS,M.GONGO SOCO,SUB MINA GONGO SOCO MG
MGKMI,MITSUI,SUB MITSUI MG
MGKSMA,S.G.MARIANO,SUB SAMARCO GERMANO MARIANO MG
MGKSMS,SAMARCOMATIPO,SUB SAMARCO MATIPO MG
MGMIFN,M.F.N.MARIANA,SUB MINA FABRICA NOVA MARIANA M MG
MGKAQ,AIR LIQUIDE,SUB AIR LIQUIDE MG
MGKMH,MAHLE ITAJUBA,SUB MAHLE ITAJUBA MG
MGKPTS,PBR. ESTAP,SUB PETROBRAS ESTAP MG
RSEVSS,EOL SANGRADOU,USI EOL PARQUE EOLICO SANGRADOURO RS
RSEVSI,EOL D.INDIOS,USI EOL PARQUE EOLICO DOS INDIOS RS
MGKPTU,PBR.UBERABA,SUB PETROBRAS UBERABA MG
MGKPTE,PBR.ESMAN,SUB PETROBRAS ESMAN MG
MGSARC,S.UBERLANDIA,SUB SADIA RACOES UBERLANDIA MG
MGSAGR,SG.UBERLANDIA,SUB SADIA GRANJA UBERLANDIA MG
MGSACA,S.CARNES UBE.,SUB SADIA CARNES UBERLANDIA MG
MGICPA,ICAL PAINS,SUB ICAL PAINS MG
MGKSZ,SC.UBERLANDIA,SUB SOUZA CRUZ UBERLANDIA MG
MGKVM,V/M ENTRADA 1,SUB V/M BH ENTRADA 1 MG
MGKRMV,RIMA VARZ PALMA,SUB RIMA VARZEA DA PALMA MG
MGKCM,CBMM ARAXA,SUB CBMM ARAXA MG
MGFUMG,FUNDIMIG,SUB FUNDIMIG MG
MGKRMB,RIMA BOAIUVA,SUB RIMA BOCAIUVA MG
MGKSG,SAINT GOBAIN,SUB SAINT GOBAIN MG
MGKCT,CIMENTO TUPI,SUB CIMENTO TUPI MG
MGKSC,SO.VESPASIANO,SUB SOEICOM VESPASIANO MG
MGHOPL,H.P.LEOPOLDO,SUB HOLCIM PEDRO LEOPOLDO MG
MGKHDB,HOL.BARROSO,SUB HOLCIM BARROSO MG
MGKIL,ICAL SAO JOSE,SUB ICAL MG
SPIGA,IGA.CA.DELTA,USI IGARAPAVA- CAETE DELTA SP
SCSPVE,S.PASSO VELHO,USI SALTO PASSO VELHO SC
SCSVOL,SALTO VOLTAO,USI SALTO VOLTAO SC
RJNFR,NOVA FRIBURGO,SUB NOVA FRIBURGO RJ
RJCONQ,CONQUISTA,SUB CONQUISTA RJ
CESBER,SAO BERNARDO,SUB SAO BERNARDO CE
MABLS,BALSAS 2,SUB BALSAS 2 MA
MGMAN,MANHUACU,SUB MANHUACU MG
RJXAV,XAVIER,SUB XAVIER RJ
MGUOJB,O.J.BOTELHO,USI ORMEO JUNQUEIRA BOTELHO MG
MGUERV,ERVALIA,USI ERVALIA MG
MGUNEB,NEBLINA,USI NEBLINA MG
MGUBMB,B.M.BAPTISTA,USI BENJAMIM MARIO BAPTISTA MG
MGUIBD,IVAN BOTELHO2,USI IVAN BOTELHO II MG MG
MGUCEB,C.DO EMBOQUE,USI CACHOEIRA DO EMBOQUE MG
MGUCDO,COR.DOMICIANO,USI CORONEL DOMICIANO MG
PRBJA,BARRA JACARE,SUB BARRA DO JACARE PR
SPPRN,PARANAPANEMA,USI PARANAPANEMA SP
SPPDR,PEDREIRA 1,SUB PEDREIRA 1 SP
SPJGU1,JAGUARIUNA 1,SUB JAGUARIUNA 1 SP
SPJGU2,JAGUARIUNA 2,SUB JAGUARIUNA 2 SP
SPDURA,DURATEX ITAP,SUB DURATEX ITAPETININGA SP
SPCERR,UT.CERRADINHO,USI UTE CERRADINHO SP
SPSJES,S.JOSE ESTIVA,USI S.JOSE DA ESTIVA SP
BAMAIQ,MAIQUINIQUE,SUB MAIQUINIQUE BA
MGALM,ALMENARA,SUB ALMENARA MG
MGESP,ESPINOSA,SUB ESPINOSA MG
MGJUV,JUVENILIA,SUB JUVENILIA MG
MGAGF,AG. FORMOSAS,SUB AGUAS FORMOSAS MG
ESSEPC,PEDRO CANARIO,SUB PEDRO CANARIO ES
PECBB,CABROBO,SUB CABROBO PE
PERAJ,RAJADA,SUB RAJADA PE
SEPOV,POCO VERDE,SUB POCO VERDE SE
SEFPA,FREI PAULO,SUB FREI PAULO SE
SESSI,SAO SIMAO,SUB SAO SIMAO SE
PISRN,S.R.NONATO,SUB SAO RAIMUNDO NONATO PI
BAMDR,MOD.REDUZIDO,SUB MODELO REDUZIDO BA
PRPETR,PETROBRAS PBR,SUB PETROBRAS PBR PR
PRBRN,BERNECK,SUB BERNECK PR
PRPERD,PERDIGAO,SUB PERDIGAO PR
PRANHR,ANHAMBI R.I,SUB ANHAMBI R. ITAPEJARA DOESTE PR
PRANHA,ANHAMBI A.I,SUB ANHAMBI - ABATEDOURO - ITAPEJARA DOESTE PR
PRBOSH,ROBERT BOSCH,SUB ROBERT BOSCH CURITIBA PR
PRHUHT,HUHTAMAKI,SUB HUHTAMAKI - S. J. DOS PINHAIS PR
PRKAPG,KAISER PG,SUB KAIZER PONTA GROSSA PR
PRVOUM,VOL.UMUARAMA,SUB ALIMENTA��O VOLVO UMUARAMA PR
PRSATO,FRIGOB SADIA,SUB FRIGOBRAS SADIA PR
PRSAPG,SADIA P.G,SUB SADIA PONTA GROSSA PR
PRMAPG,MASISA P.G,SUB MASISA PONTA GROSSA PR
PRRPA,RIO DOS PATOS,USI RIO DOS PATOS PR
PRAPC,APUCARANINHA,USI APUCARANINHA PR
PRCHE,CHAMINE,SUB CHAMINE PR
PRCAV,CAVERNOSO,USI CAVERNOSO PR
PRMEL,MELISSA,USI MELISSA PR
PRMUB,MARUMBI,USI MARUMBI PR
PRGNA,UHE GUARICANA,USI UHE GUARICANA PR
PRPGI,PITANGUI,USI PITANGUI PR
PRSJR,SAO JORGE,USI SAO JORGE PR
PRSVU,SALTO DO VAU,USI SALTO DO VAU PR
PRCOAM,COAMO,SUB COAMO PR
RNIGA,IGAPO,SUB IGAPO RN
RNALR,AL. RODRIGUES,SUB ALTO DO RODRIGUES RN
SPPIN,PINHAL,SUB PINHAL SP SP
SPSHOP,SHOPING D.P,SUB SHOPPING D. PEDRO SP
SPUNIC,UNICAMP,SUB UNICAMP SP
SPEATO,EATON,SUB EATON SP
SPWHIT,WHITE MARTINS,SUB WHITE MARTINS SP
SPAIRL,AIR LIQUID,SUB AIR LIQUID TRACTEBEL SP
SPCELP,CELPAV,SUB CELPAV LUIZ ANTONIO SP
SPPIRE,PIRELLI CAMP,SUB PIRELLI CAMPINAS SP
SPEUBO,EUCATEX BOT.,SUB EUCATEX BOTUCATU SP
SPRHOD,RHODIA,SUB RHODIA PAULINIA SP
SPREPL,REPLAN CPFL,SUB REPLAN PAULINIA SP
SPTEL1,TELESP JS MRL,SUB TELESP JS MRL SP
SPTEL2,TELESP ARACT,SUB TELESP XV ARACT SP
SPTEL3,TELESP E.ARAR,SUB TELESP EUCLI ARARQ SP
SPTEL4,TELESP V.SJRP,SUB TELESP VOLUN SJRP SP
SPTEL5,TELESP M.CAMP,SUB TELESP MRON CAMP SP
SPTEL6,TELESP BAURU,SUB TELESP ARLT BAURU SP
SPTEL7,TELESP CONST,SUB TELESP BENJ CONST SP
SPTEL8,TELESP MACHAD,SUB TELESP MARC MACHADO SP
MGDEL,CAETE DELTA,USI CAETE DELTA MG
SPIGL,IGL VALINHOS,SUB IGL GESSY LEVER VALINHOS SP
SPDURB,DURATEX BOTU.,SUB DURATEX BOTUCATU SP
SPDUAG,DURATEX AGUDO,SUB DURATEX AGUDOS SP
SPSAME,SANTISTA AME.,SUB SANTISTA AMERICANA SP
PRPIT,PITANGA COPEL,USI PITANGA(COPEL) PR
MGMCUI,MINA CUIABA,SUB MINA CUIABA MG
GOPRS,PIRINEUS CELG,SUB PIRINEUS CELG GO
MGACE2,ACESITA 2,SUB ACESITA 2 MG
PECORR,CORRENTES,SUB CORRENTES CELPE PE
SPCPA,C.PAULISTA BD,SUB CACHOEIRA PAULISTA EBE SP
CEMAUR,MAURITI,SUB MAURITI CE
ESARCE,FIBRIA,SUB FIBRIA-CANEXUS ES
ESBMPS,BELGO MINEIRA,SUB BELGO MINEIRA ES
ESCVRD,CVRD,SUB CIA VALE RIO DOCE ES
ESSAMA,SAMARCO,SUB SAMARCO ES
ESNEXE,NEXEN,SUB NEXEN ES
ESUSV,PCH VICOSA,USI PCH VICOSA ES
MGGLO,GLORIA,USI GLORIA MG
MGGRAN,GRANADA,USI GRANADA MG
MGCOG2,CONGONHAL 2,USI CONGONHAL 2 MG
SCFHA,FORQUILHINHA,SUB FORQUILHINHA SC
SCJNO,JOINV.NORTE,SUB JOINVILLE NORTE SC
MGPIRD,PIRAPORA 2,SUB PIRAPORA 2 MG
PBSRD,SANTA RITA II,SUB SANTA RITA II PB
MALT,SAO LUIS III,SUB SAO LUIS III MA
MGSAB3,SABARA 3,SUB SABARA 3 MG
SPPIO,PIONEIROS-ELK,SUB PIONEIROS-ELK SP
BAFRD,FORD,SUB FORD BA
SPASF,AVANTI N.CORT,SUB AVANTI-NELLITEX-CORTTEX SP
PBABR,ALTO BRANCO,SUB ALTO BRANCO PB
SPTEC1,TECUMSEH 1,SUB TECUMSEH 1 SP
SPTEC2,TECUMSEH 2,SUB TECUMSEH 2 SP
GOTQR,TQUIRINOPOLIS,USI TERMICA QUIRINOPOLIS GO
MTMGG,BRASNORTE,SUB BRASNORTE MT
MTJBA,JUBA,SUB JUBA MT
PAMBP,MBPARAGOMINAS,SUB MINERACAO BAUXITA PARAGOMINAS PA
ESUSOL,UTE SOL,USI SOL ES
RSUHPJ,PASSO S JOAO,USI PASSO SAO JOAO RS
MGUHRB,RETIRO BAIXO,USI RETIRO BAIXO MG
GOFRCL,JLM.G.PEREIRA,USI ENG.JOSE LUIZ MULLER DE GODOY PEREIRA GO
RSUSJO,SAO JOSE,USI SAO JOSE RS
ROTN,TERMONORTE II,USI TERMONORTE II RO
ACRB,RIO BRANCO I,SUB RIO BRANCO 1 AC
RJUSSI,SIMPLICIO,USI SIMPLICIO RJ
GOUSBL,BATALHA,USI BATALHA MG
MGUBAG,BAGUARI,USI BAGUARI MG
PACAR,CARAJAS EQT PA,SUB CARAJAS EQT PA PA
GOIPO,IPORA,SUB IPORA GO
PRIMB,IMBITUVA,SUB IMBITUVA PR
PRSTZ,STA.TEREZINHA,SUB SANTA TEREZINHA PR
RSCNO,CAMPO NOVO,SUB CAMPO NOVO RS
RSAGCO,AGCO CANOAS,SUB AGCO CANOAS RS
RSCMB1,CIMENTO BRASI,SUB CIMENTO BRASIL - SANTA RITA RS
RSKLSL,KLABIN S.LEOP,USI KLABIN SAO LEOPOLDO RS
RSMAX,MAXIFORJA,SUB MAXIFORJA CANOAS RS RS
RSSOLA,SOLAE ESTEIO,SUB SOLAE ESTEIO RS
SPMOG,MOGI-GUACU,USI MOGI-GUACU SP
SPJOFL,JORDA FLOR,USI JORDA FLOR SP
RJARPF,FABRICA RENDA,SUB ARP FABRICA DE RENDAS RJ
RJCONI,COFAC NITEROI,SUB COFAC NITEROI RJ
RJDTSE,CAMPOS ELISIO,SUB PETROBRAS DISE CAMPOS ELISIOS RJ
SPANH1,ANHANGUERA V.,SUB ANHANGUERA VELHA SP
RJGVSD,GALVASUD,SUB GALVASUD RJ
RJHLCM,HOLCIM,SUB HOLCIM RJ
RJKLBN,KLABIN,SUB KLABIN RJ RJ
RJLFRG,LAFARGE CANTA,SUB LAFARGE CANTAGALO RJ
RJMBR,CVRD MANGARAT,SUB CVRD MANGARATIBA RJ
RJPFLX,PBR NITRIFLEX,SUB PETROFLEX NITRIFLEX RJ
RJPGT,VW-PEUGEOT,SUB VOLKSWAGEN-PEUGEOT RJ
RJPLBR,POLIBRASIL,SUB POLIBRASIL RJ RJ
RJQKER,QUAKER S GONC,SUB QUAKER - PEPSICO SAO GONCALO RJ
RJRPOL,RIO POLIMEROS,SUB RIO POLIMEROS RJ
RJSADC,SADIA CAXIAS,SUB SADIA DUQUE DE CAXIAS RJ
RJSCCM,SCHIN MACACU,SUB SCHINCARIOL CACHOEIRA DO MACACU RJ
RJSEAL,SENDAS ALCANT,SUB SENDAS EXTRA 1331 ALCANTRA SAO GONCALO RJ
RJSENI,SENDAS NITERO,SUB SENDAS EXTRA 1336 NITEROI RJ
RJTCAB,TECAB,SUB TECAB TRANSPETRO CABIUNAS RJ
RJVORN,VOTORANTIN RN,SUB VOTORANTIN RIO NEGRO RJ
MTNORT,NORTELANDIA,SUB NORTELANDIA MT
SP02GO,GOPOUVA107-02,SUB GOPOUVA 107 - CAIXA 02 SP
SP04GO,GOPOUVA107-04,SUB GOPOUVA 107 - CAIXA 04 SP
SP14GO,GOPOUVA105-14,SUB GOPOUVA 105 - CAIXA 14 SP
SP15GO,GOPOUVA104-15,SUB GOPOUVA 104 - CAIXA 15 SP
SP16GO,GOPOUVA106-16,SUB GOPOUVA 106 - CAIXA 16 SP
SPAIRS,AIR LIQ. SJC,SUB AIR LIQUID S.J. CAMPOS SP
SPAND,AUNDE,SUB AUNDE MTZ POA SP
SPBAGU,BASF GUARA,SUB BASF GUARATINGUETA SP
SPCLSU,CLARIANT SUZ.,SUB CLARIANT SUZANO SP
SPCONF,CONFAP,SUB CONFAP SOCO SP
SPCPBC,CPTM BRAS CUB,SUB CPTM BRAS CUBAS SP
SPCPCV,CPTM CALMON V,SUB SUB CPTM CALMON VIANA POA SP
SPCRYL,BIDIM SJC,SUB BIDIM S.J. DOS CAMPOS SP
SPETCC,ETC CEBRACE,SUB ETC CEBRACE SP
SPIBPO,IBAR POA,SUB IBAR POA SP
SPIKK,IKK JACAREI,SUB IKK JACAREI SP
SPIMYS,IMERYS MCRUZE,SUB IMERYS MOGI DAS CRUZES SP
SPISG,I.S.GUARULHOS,SUB INTERNATIONAL SHOPPING CENTER GUARULHOS SP
SPKANE,KANEBO SJC,SUB KANEBO S J CAMPOS SP
SPKARI,KARINA PLAST.,SUB KARINA PLASTICOS GUARULHOS SP
SPKOMA,KOMATSU SUZAN,SUB KOMATSU SUZANO SP
SPLATP,LATAPACK,SUB LATAPACK BALL JACAREI SP
SPMAFE,MWL CACAPAVA,SUB MWL BRASIL CACAPAVA SP
SPMAR,ETD MARESIAS,SUB ETD MARESIAS SP
SPMAXI,MAXION CRUZEI,SUB MAXION CRUZEIRO SP
SPMEMO,MELHOR. MOGI,SUB MELHORAMENTOS MOGI DAS CRUZES SP
SPMONS,MONSANTO SJC,SUB MONSANTO SAO JOSE DOS CAMPOS SP
SPNOBR,NOBRECEL PIND,SUB NOBRECEL PINDA SP
SPNSK,NSK SUZANO,SUB NSK SUZANO SP
SPPELZ,PELZER,SUB PELZER TAUBATE SP
SPPERV,REVAP,SUB SUB PETROBRAS REVAP 3 SP
SPPFIZ,PFIZER,SUB PFIZER GUARULHOS SP
SPPHIB,PHIBRO,SUB PHIBRO GUARULHOS SP
SPPHSJ,PHILIPS,SUB PHILIPS S JOSE DOS CAMPOS SP
SPSCAR,ETC SKOL 1,SUB ETC SKOL 1 SP
SPTEKN,TEKNO GUARA,SUB TEKNO GUARA SP
SPVCOR,VIDR. CORNING,SUB VIDROS CORNING SP
SPVSAG,VALEO,SUB VALEO SISTEMAS AUTOMOTIVOS - GUARULHOS SP
MGUIBT,BOTELHO III,USI PCH IVAN BOTELHO III MG
MGKBLS,BELGO SABARA,SUB BELGO MINEIRA SABARA MG
SPULUC,LUCELIA,USI LUCELIA SP
MGCIC,CATAGUASES 2,SUB CIA. INDUSTRIAL CATAGUASES MG
MGCICF,I.CATA FILIAL,SUB CIA. INDUSTRIAL CATAGUASES FILIAL MG
MGINPA,INPA,SUB INPA EMBALAGENS SANTANA PIRAPETINGA MG
MGMALE,MAURICIO LEOP,USI CGH MAURICIO LEOPOLDINA MG
MGMAO,MATIPO,USI CGH MATIPO MG
MGROGR,ROCA GRANDE,USI CGH ROCA GRANDE MANHUACU MG
MGSINC,SINCERIDADE,USI CGH SINCERIDADE MANHUACU MG
MGUMP,MIGUEL PEREIR,USI CGH MIGUEL PEREIRA MIRAI MG
MGUSTC,SANTA CECILIA,USI CGH SANTA CECILIA MIRAI MG
ALATOL,ATOL CIMPOR,SUB ATOL CIMPOR CIMENTO AL
ALPEFU,PETR FURADO,SUB PETROBRAS FURADO AL
ALPEPI,PETR PILAR,SUB PETROBRAS PILAR AL
DFCBDL,BRAS.LAGO SUL,SUB CBD BRASILIA LAGO SUL DF
MGECO,ECO VIDA CAJ.,USI ECO VIDA CAJURU MG
RSBRA,AMBEV A.CLARA,SUB AMBEV AGUAS CLARAS VIAMAO RS
RSMAL,MALTARIA NAV.,SUB MALTARIA NAVEGANTES PORTO ALEGRE RS
RSAIR,AIR PRODUCTS,SUB AIR PRODUCTS RIO GRANDE RS
RSALB1,ALBARUS,SUB ALBARUS RS
RSARAG,ARACRUZ,SUB ARACRUZ GUAIBA RS
RSBUNF,BUNGE R GR II,SUB BUNGE FERTILIZANTES RIO GRANDE II RS
RSBUNG,BUNGE R GR,SUB BUNGE ALIMENTOS RIO GRANDE RS
RSCCBC,C.CIMENTO BR,SUB CIA DE CIMENTO BRASIL CANDIOTA RS
RSRORG,ROULLIER,SUB ROULLIER RIO GRANDE RS
RSSHA,SHANTER,SUB SHANTER GUAIBA RS
RSTRE,ADUBOS TREVO,SUB ADUBOS TREVO - YARA BRASIL RS
RSUIJI,IJUIZINHO,USI IJUIZINHO RS
RSVIPA,VIVI P ALEGRE,SUB VIVO CRT PORTO ALEGRE RS
PBCOTE,COTEMINAS CG,SUB COTEMINAS CAMPINA GRANDE PB
SCAMAN,AMANCO AKNOSU,SUB AMANCO AKNOSUL - JOINVILLE SC
SCAMBE,AMBEV - LAGES,SUB AMBEV - LAGES SC
SCAMJO,AMANCO JOINVI,SUB AMANCO JOINVILLE SC
SCAUFA,AURORA FACHII,SUB AURORA FACH II CHAPECO SC
SCAUFQ,AURORA F. QUI,SUB AURORA FAQUI QUILOMBO SC
SCAUIN,AURORA INCUBA,SUB AURORA INCUBADORA SC
SCAURF,AURORA FASMO,SUB AURORA FASMO - SAO MIGUEL SC
SCBUGA,BUNGE GASPAR,SUB BUNGE GASPAR SC
SCCEUS,CEUSA II,SUB CEUSA II SC
SCCISF,UTE MADEIRAS,USI UTE ENERGIA MADEIRAS SC
SCCRA,CREMER ADESIV,SUB CREMER ADESIVOS BLUMENAU SC
SCCRBI,CRB ITAJAI,SUB CRB ITAJAI SC
SCCREC,CRECISA ELDOR,SUB CRECISA ELDORADO SC
SCCREM,CREMER TEXTIL,SUB CREMER TEXTIL BLUMENAU SC
SCCRPO,CECRISA PORTI,SUB CECRISA PORTINARI SC
SCCRTU,CECRISA TUBAR,SUB CECRISA TUBARAO SC
SCDRI,DUAS RODAS I.,SUB DUAS RODAS INDUSTRIAL SC
SCELCR,ELIANE CRICIU,SUB ELIANE CRICIUMA SC
SCELCS,ELI.COCAL SUL,SUB ELIANE COCAL DO SUL SC
SCEMBR,EMBRACO FUND.,SUB EMBRACO FUNDICAO SC
SCFUTI,FUNDICAO TUPY,SUB FUNDICAO TUPY SC
SCHEIT,HERING ITOROR,SUB HERING ITORORO SC
SCHEMA,HERING MALHAR,SUB HERING MALHARIA SC
SCHERI,HERING MATRIZ,SUB HERING MATRIZ SC
SCKAN,KARSTEN,SUB KARSTEN BLUMENAU SC
SCKLL1,KLABIN LAGES1,SUB KLABIN LAGES 1 SC
SCKLL2,KLABIN LAGES2,SUB KLABIN LAGES 2 SC
