eqp_id,age_id,descricao,instalacao_de,instalacao_para
RNES040SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_04 / SANTO AGOSTINHO C C1 RN,RNES04,RNSAG
RNES040SAG-2,GSU,LT 34P5 kV SAG_AGOSTI_04 / SANTO AGOSTINHO C C2 RN,RNES04,RNSAG
RNES050SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_05 / SANTO AGOSTINHO C C1 RN,RNES05,RNSAG
RNES050SAG-2,GSU,LT 34P5 kV SAG_AGOSTI_05 / SANTO AGOSTINHO C C2 RN,RNES05,RNSAG
RNES060SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_06 / SANTO AGOSTINHO C S6 RN,RNES06,RNSAG
RNES130SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_13 / SANTO AGOSTINHO C C1 RN,RNES13,RNSAG
RNES130SAG-2,GSU,LT 34P5 kV SAG_AGOSTI_13 / SANTO AGOSTINHO C C2 RN,RNES13,RNSAG
RNES140SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_14 / SANTO AGOSTINHO C 14 RN,RNES14,RNSAG
RNES170SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_17 / SANTO AGOSTINHO C C1 RN,RNES17,RNSAG
RNES170SAG-2,GSU,LT 34P5 kV SAG_AGOSTI_17 / SANTO AGOSTINHO C C2 RN,RNES17,RNSAG
RNES180SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_18 / SANTO AGOSTINHO C 18 RN,RNES18,RNSAG
RNES210SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_21 / SANTO AGOSTINHO C 21 RN,RNES21,RNSAG
RNES250SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_25 / SANTO AGOSTINHO C 25 RN,RNES25,RNSAG
RNES260SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_26 / SANTO AGOSTINHO C C1 RN,RNES26,RNSAG
RNES260SAG-2,GSU,LT 34P5 kV SAG_AGOSTI_26 / SANTO AGOSTINHO C C2 RN,RNES26,RNSAG
RNES270SAG-1,GSU,LT 34P5 kV SAG_AGOSTI_27 / SANTO AGOSTINHO C 27 RN,RNES27,RNSAG
RNESA10CA3-1,FEB,LT 34P5 kV CA3_SANTANA I / CALANGO 3 C 10 RN,RNESA1,RNCA3
RNESA10CA3-2,FEB,LT 34P5 kV CA3_SANTANA I / CALANGO 3 C 11 RN,RNESA1,RNCA3
RNESA20CA3-1,FEB,LT 34P5 kV CA3_SANTANA II / CALANGO 3 C 12 RN,RNESA2,RNCA3
RNESA20CA3-2,FEB,LT 34P5 kV CA3_SANTANA II / CALANGO 3 C 13 RN,RNESA2,RNCA3
RNESB10CUT-23,COG,LT 34P5 kV CUT_SBNT_NORT1 / CUTIA C 23 RN,RNESB1,RNCUT
RNESB10CUT-24,COG,LT 34P5 kV CUT_SBNT_NORT1 / CUTIA C 24 RN,RNESB1,RNCUT
RNESB20CUT-25,COG,LT 34P5 kV CUT_SBNT_NORT2 / CUTIA C 25 RN,RNESB2,RNCUT
RNESB20CUT-26,COG,LT 34P5 kV CUT_SBNT_NORT2 / CUTIA C 26 RN,RNESB2,RNCUT
RNESB30CUT-15,COG,LT 34P5 kV CUT_SBNT_NORT3 / CUTIA C 15 RN,RNESB3,RNCUT
RNESB30CUT-16,COG,LT 34P5 kV CUT_SBNT_NORT3 / CUTIA C 16 RN,RNESB3,RNCUT
RNESCR0CNB-1,GEN,LT 12 kV CNB_SANT CRISTO / CARNAUBAS C C1 RN,RNESCR,RNCNB
RNESCR0CNB-C2,GEN,LT 12 kV CNB_SANT CRISTO / CARNAUBAS C C2 RN,RNESCR,RNCNB
RNESCR0CNB-C3,GEN,LT 12 kV CNB_SANT CRISTO / CARNAUBAS C C3 RN,RNESCR,RNCNB
RNESF10MDR-1,099,LT 34P5 kV MNR_VNT S.FERN1 / MONTE DO RONCA C 1 RN,RNESF1,RNMDR
RNESF10MDR-2,099,LT 34P5 kV MNR_VNT S.FERN1 / MONTE DO RONCA C 2 RN,RNESF1,RNMDR
RNESF10MDR-3,099,LT 34P5 kV MNR_VNT S.FERN1 / MONTE DO RONCA C 3 RN,RNESF1,RNMDR
RNESF20MNR-4,099,LT 34P5 kV MNR_VNT S.FERN2 / MONTE DO RONCA C 4 RN,RNESF2,RNMDR
RNESF20MNR-5,099,LT 34P5 kV MNR_VNT S.FERN2 / MONTE DO RONCA C 5 RN,RNESF2,RNMDR
RNESF20MNR-6,099,LT 34P5 kV MNR_VNT S.FERN2 / MONTE DO RONCA C 6 RN,RNESF2,RNMDR
RNESF30MNR-7,099,LT 34P5 kV MNR_VNT S.FERN3 / MONTE DO RONCA C 7 RN,RNESF3,RNMDR
RNESF40MNR-10,099,LT 34P5 kV VNT S.FERNANDO4 / MONTE DO RONCA C 10 RN,RNESF4,RNMDR
RNESF40MNR-11,099,LT 34P5 kV VNT S.FERNANDO4 / MONTE DO RONCA C 11 RN,RNESF4,RNMDR
RNESF40MNR-8,099,LT 34P5 kV VNT S.FERNANDO4 / MONTE DO RONCA C 8 RN,RNESF4,RNMDR
RNESF40MNR-9,099,LT 34P5 kV VNT S.FERNANDO4 / MONTE DO RONCA C 9 RN,RNESF4,RNMDR
RNESHE0BP2-1,COG,LT 34P5 kV BP1_SANTA HELEN / BRISA POTIGU II C C3 RN,RNESHE,RNBP2
RNESHE0BP2-2,COG,LT 34P5 kV BP1_SANTA HELEN / BRISA POTIGU II C C4 RN,RNESHE,RNBP2
RNESJO0CNB-C7,GEN,LT 12 kV CNB_SAO JOAO / CARNAUBAS C C7 RN,RNESJO,RNCNB
RNESJO0CNB-C8,GEN,LT 12 kV CNB_SAO JOAO / CARNAUBAS C C8 RN,RNESJO,RNCNB
RNESJO0CNB-C9,GEN,LT 12 kV CNB_SAO JOAO / CARNAUBAS C C9 RN,RNESJO,RNCNB
RNESM10CUT-21,COG,LT 34P5 kV CUT_S�O MIGUEL1 / CUTIA C 21 RN,RNESM1,RNCUT
RNESM10CUT-22,COG,LT 34P5 kV CUT_S�O MIGUEL1 / CUTIA C 22 RN,RNESM1,RNCUT
RNESM20CUT-19,COG,LT 34P5 kV CUT_S�O MIGUEL2 / CUTIA C 19 RN,RNESM2,RNCUT
RNESM20CUT-20,COG,LT 34P5 kV CUT_S�O MIGUEL2 / CUTIA C 20 RN,RNESM2,RNCUT
RNESM30CUT-17,COG,LT 34P5 kV CUT_S�O MIGUEL3 / CUTIA C 17 RN,RNESM3,RNCUT
RNESM30CUT-18,COG,LT 34P5 kV CUT_S�O MIGUEL3 / CUTIA C 18 RN,RNESM3,RNCUT
RNESMA0BP2-1,COG,LT 34P5 kV BP1_SM / BRISA POTIGU II C C1 RN,RNESMA,RNBP2
RNESMA0BP2-2,COG,LT 34P5 kV BP1_SM / BRISA POTIGU II C C2 RN,RNESMA,RNBP2
RNESR10SMN-1,COG,LT 34P5 kV SMN_SRMN 1 / S ROSA M NOVO C L1 RN,RNESR1,RNSMN
RNESR10SMN-L2,COG,LT 34P5 kV SMN_SRMN 1 / S ROSA M NOVO C L2 RN,RNESR1,RNSMN
RNESR20SMN-L3,COG,LT 34P5 kV SMN_SRMN 2 / S ROSA M NOVO C L3 RN,RNESR2,RNSMN
RNESR20SMN-L4,COG,LT 34P5 kV SMN_SRMN 2 / S ROSA M NOVO C L4 RN,RNESR2,RNSMN
RNESR30SMN-L7,COG,LT 34P5 kV SMN_SRMN 3 / S ROSA M NOVO C L7 RN,RNESR3,RNSMN
RNESR30SMN-L8,COG,LT 34P5 kV SMN_SRMN 3 / S ROSA M NOVO C L8 RN,RNESR3,RNSMN
RNESR40SMN-10,COG,LT 34P5 kV SMN_SRMN 4 / S ROSA M NOVO C 10 RN,RNESR4,RNSMN
RNESR40SMN-L9,COG,LT 34P5 kV SMN_SRMN 4 / S ROSA M NOVO C L9 RN,RNESR4,RNSMN
RNESR50SMN-L5,COG,LT 34P5 kV SMN_SRMN 5 / S ROSA M NOVO C L5 RN,RNESR5,RNSMN
RNESR50SMN-L6,COG,LT 34P5 kV SMN_SRMN 5 / S ROSA M NOVO C L6 RN,RNESR5,RNSMN
RNESRE0JDT-1,AFN,LT 34P5 kV JANDAIRA III / JDT_AW ST REGIA C C1 RN,RNJDT,RNESRE
RNESS10SS2-C1,EEH,LT 34P5 kV SS2_SERR SANT 1 / SER.SANTANA12 C C1 RN,RNESS1,RNSS2
RNESS10SS2-C2,EEH,LT 34P5 kV SS2_SERR SANT 1 / SER.SANTANA12 C C2 RN,RNESS1,RNSS2
RNESS20SS2-C3,EEH,LT 34P5 kV SS2_SERR SANT 2 / SER.SANTANA12 C C3 RN,RNESS2,RNSS2
RNESS20SS2-C4,EEH,LT 34P5 kV SS2_SERR SANT 2 / SER.SANTANA12 C C4 RN,RNESS2,RNSS2
RNESS20SS2-C5,EEH,LT 34P5 kV SS2_SERR SANT 2 / SER.SANTANA12 C C5 RN,RNESS2,RNSS2
RNESS30SS3-C1,EEH,LT 34P5 kV SS3_SER SANTA 3 / SER.SANTANA 3 C C1 RN,RNESS3,RNSS3
RNESS30SS3-C2,EEH,LT 34P5 kV SS3_SER SANTA 3 / SER.SANTANA 3 C C2 RN,RNESS3,RNSS3
RNESS30SS3-C3,EEH,LT 34P5 kV SS3_SER SANTA 3 / SER.SANTANA 3 C C3 RN,RNESS3,RNSS3
RNEST-0PNC-1,CRN,LT 69 kV ESTREITO / PENDENCIAS C L1 RN,RNEST,RNPNC
RNESUR0BP2-1,COG,LT 34P5 kV BP1_VNT ST URIE / BRISA POTIGU II C C5 RN,RNESUR,RNBP2
RNETD-0EXT-1,NRD,LT 69 kV EXTREMOZ II / EXTREMOZ C M2 RN,RNETD,RNEXT
RNETD-0EXT-2,NRD,LT 69 kV EXTREMOZ II / EXTREMOZ C M3 RN,RNETD,RNEXT
RNETD-0IGA-1,NRD,LT 69 kV EXTREMOZ II / IGAPO C M1 RN,RNETD,RNIGA
RNETD-2JCD-1,CHF,LT 230 kV EXTREMOZ II / JOAO CAMARA 2 C C1 RN,RNETD,RNJCD
RNETD-2NTS-1,CHF,LT 230 kV EXTREMOZ II / NATAL III C F3 RN,RNETD,RNNTS
RNETD-2NTS-2,CHF,LT 230 kV EXTREMOZ II / NATAL III C F4 RN,RNETD,RNNTS
RNETD-2RCH-1,SMM,LT 230 kV EXTREMOZ II / RIACHAO C P1 RN,RNETD,RNRCH
RNETER0CAD-1,189,LT 12 kV CAD_TERRAL / CARCARA II C C1 RN,RNETER,RNCAD
RNETER0CAD-2,189,LT 12 kV CAD_TERRAL / CARCARA II C C2 RN,RNETER,RNCAD
RNETER0CAD-3,189,LT 12 kV CAD_TERRAL / CARCARA II C C3 RN,RNETER,RNCAD
RNETS10TSN-C1,GEN,LT 34P5 kV TSN_TER SANTA I / TERRA SANTA C C4 RN,RNETS1,RNTSN
RNETS10TSN-C3,GEN,LT 34P5 kV TSN_TER SANTA I / TERRA SANTA C C2 RN,RNETS1,RNTSN
RNETS10TSN-C3------1,GEN,LT 34P5 kV TSN_TER SANTA I / TERRA SANTA C C1 RN,RNETS1,RNTSN
RNETS10TSN-C4,GEN,LT 34P5 kV TSN_TER SANTA I / TERRA SANTA C C3 RN,RNETS1,RNTSN
RNETS20TSN-C5,GEN,LT 34P5 kV TSN_TE SANTA II / TERRA SANTA C C2 RN,RNETS2,RNTSN
RNETS20TSN-C6,GEN,LT 34P5 kV TSN_TE SANTA II / TERRA SANTA C C1 RN,RNETS2,RNTSN
RNEUBZ0BFJ-1,EDP,LT 34P5 kV BFJ_UMBUZEIROS / BAIXA DO FEIJAO C 13 RN,RNEUBZ,RNBFJ
RNEUBZ0BFJ-2,EDP,LT 34P5 kV BFJ_UMBUZEIROS / BAIXA DO FEIJAO C 14 RN,RNEUBZ,RNBFJ
RNEUD-1JCT-1,200,LT 138 kV EURUS II / J. CAMARA III C M1 RN,RNEUD,RNJCT
RNEURS0BSL-C4,ERE,LT 34P5 kV BSL_STA URSULA / BLOCO SUL C C4 RN,RNEURS,RNBSL
RNEURS0BSL-C5,ERE,LT 34P5 kV BSL_STA URSULA / BLOCO SUL C C5 RN,RNEURS,RNBSL
RNEUS30MIT-1,AOP,LT 34P5 kV EOL MIASSABA3 / MIASSABA 3 C 1 RN,RNEUS3,RNMIT
RNEUS30MIT-2,AOP,LT 34P5 kV EOL MIASSABA3 / MIASSABA 3 C 2 RN,RNEUS3,RNMIT
RNEUS30MIT-3,AOP,LT 34P5 kV EOL MIASSABA3 / MIASSABA 3 C 3 RN,RNEUS3,RNMIT
RNEUS30MIT-4,AOP,LT 34P5 kV EOL MIASSABA3 / MIASSABA 3 C 4 RN,RNEUS3,RNMIT
RNEUS30MIT-5,AOP,LT 34P5 kV EOL MIASSABA3 / MIASSABA 3 C 5 RN,RNEUS3,RNMIT
RNEVA20AMZ-L1,189,LT 34P5 kV AMZ_VILA ACRE 2 / AMAZONAS C L1 RN,RNEVA2,RNAMZ
RNEVA20AMZ-L2,189,LT 34P5 kV AMZ_VILA ACRE 2 / AMAZONAS C L2 RN,RNEVA2,RNAMZ
RNEVA50AMZ-F7,GEN,LT 34P5 kV AMZ_VILA AMAZ 5 / AMAZONAS C F7 RN,RNEVA5,RNAMZ
RNEVA50AMZ-F8,GEN,LT 34P5 kV AMZ_VILA AMAZ 5 / AMAZONAS C F8 RN,RNEVA5,RNAMZ
RNEVAI0AMZ-J1,GEN,LT 34P5 kV AMZ_VILA ACRE 1 / AMAZONAS C J1 RN,RNEVAI,RNAMZ
RNEVAI0AMZ-J2,GEN,LT 34P5 kV AMZ_VILA ACRE 1 / AMAZONAS C J2 RN,RNEVAI,RNAMZ
RNEVP10AMZ-F5,GEN,LT 34P5 kV AMZ_VILA PARA 1 / AMAZONAS C F5 RN,RNEVP1,RNAMZ
RNEVP10AMZ-F6,GEN,LT 34P5 kV AMZ_VILA PARA 1 / AMAZONAS C F6 RN,RNEVP1,RNAMZ
RNEVP20AMZ-F3,GEN,LT 34P5 kV AMZ_VILA PARA 2 / AMAZONAS C F3 RN,RNEVP2,RNAMZ
RNEVP20AMZ-F4,GEN,LT 34P5 kV AMZ_VILA PARA 2 / AMAZONAS C F4 RN,RNEVP2,RNAMZ
RNEVP30AMZ-C1,GEN,LT 34P5 kV AMZ_VILA PARA 3 / AMAZONAS C F1 RN,RNEVP3,RNAMZ
RNEVP30AMZ-F2,GEN,LT 34P5 kV AMZ_VILA PARA 3 / AMAZONAS C F2 RN,RNEVP3,RNAMZ
RNEVS10SDM-M4,EEH,LT 34P5 kV SDMB_VILASERGI1 / SERRA DO MEL C M4 RN,RNEVS1,RNSDM
RNEVS10SDM-M5,EEH,LT 34P5 kV SDMB_VILASERGI1 / SERRA DO MEL C M5 RN,RNEVS1,RNSDM
RNEVS20SDM-M1,EEH,LT 34P5 kV SDMB_VILASERGI2 / SERRA DO MEL C M1 RN,RNEVS2,RNSDM
RNEVS20SDM-M2,EEH,LT 34P5 kV SDMB_VILASERGI2 / SERRA DO MEL C M2 RN,RNEVS2,RNSDM
RNEVS20SDM-M3,EEH,LT 34P5 kV SDMB_VILASERGI2 / SERRA DO MEL C M3 RN,RNEVS2,RNSDM
RNEVS30SDM-L7,EEH,LT 34P5 kV SDMB_VILASERGI3 / SERRA DO MEL C L7 RN,RNEVS3,RNSDM
RNEVSM0REN-1,BRN,LT 34P5 kV REN_VNT S MIGUE / RENASCENCA C C9 RN,RNEVSM,RNRNC
RNEVSM0REN-2,BRN,LT 34P5 kV REN_VNT S MIGUE / RENASCENCA C 10 RN,RNEVSM,RNRNC
RNEXT-0IGA-1,CRN,LT 69 kV EXTREMOZ / IGAPO C C5 RN,RNEXT,RNIGA
RNFS010ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 1 / ASSU SOL C C1 RN,RNFS01,RNASO
RNFS010ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 1 / ASSU SOL C C2 RN,RNFS01,RNASO
RNFS020ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 2 / ASSU SOL C C1 RN,RNFS02,RNASO
RNFS020ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 2 / ASSU SOL C C2 RN,RNFS02,RNASO
RNFS030ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 3 / ASSU SOL C C1 RN,RNFS03,RNASO
RNFS030ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 3 / ASSU SOL C C2 RN,RNFS03,RNASO
RNFS040ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 4 / ASSU SOL C C1 RN,RNFS04,RNASO
RNFS040ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 4 / ASSU SOL C C2 RN,RNFS04,RNASO
RNFS050ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 5 / ASSU SOL C C1 RN,RNFS05,RNASO
RNFS050ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 5 / ASSU SOL C C2 RN,RNFS05,RNASO
RNFS060ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 6 / ASSU SOL C C1 RN,RNFS06,RNASO
RNFS060ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 6 / ASSU SOL C C2 RN,RNFS06,RNASO
RNFS060ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 6 / ASSU SOL C C3 RN,RNFS06,RNASO
RNFS070ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 7 / ASSU SOL C C1 RN,RNFS07,RNASO
RNFS070ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 7 / ASSU SOL C C2 RN,RNFS07,RNASO
RNFS070ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 7 / ASSU SOL C C3 RN,RNFS07,RNASO
RNFS080ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 8 / ASSU SOL C C1 RN,RNFS08,RNASO
RNFS080ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 8 / ASSU SOL C C2 RN,RNFS08,RNASO
RNFS080ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 8 / ASSU SOL C C3 RN,RNFS08,RNASO
RNFS090ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 9 / ASSU SOL C C1 RN,RNFS09,RNASO
RNFS090ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 9 / ASSU SOL C C2 RN,RNFS09,RNASO
RNFS090ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 9 / ASSU SOL C C3 RN,RNFS09,RNASO
RNFS100ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 10 / ASSU SOL C C1 RN,RNFS10,RNASO
RNFS100ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 10 / ASSU SOL C C2 RN,RNFS10,RNASO
RNFS100ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 10 / ASSU SOL C C3 RN,RNFS10,RNASO
RNFS110ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 11 / ASSU SOL C C1 RN,RNFS11,RNASO
RNFS110ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 11 / ASSU SOL C C2 RN,RNFS11,RNASO
RNFS110ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 11 / ASSU SOL C C3 RN,RNFS11,RNASO
RNFS120ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 12 / ASSU SOL C C1 RN,RNFS12,RNASO
RNFS120ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 12 / ASSU SOL C C2 RN,RNFS12,RNASO
RNFS120ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 12 / ASSU SOL C C3 RN,RNFS12,RNASO
RNFS130ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 13 / ASSU SOL C C1 RN,RNFS13,RNASO
RNFS130ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 13 / ASSU SOL C C2 RN,RNFS13,RNASO
RNFS130ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 13 / ASSU SOL C C3 RN,RNFS13,RNASO
RNFS140ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 14 / ASSU SOL C C1 RN,RNFS14,RNASO
RNFS140ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 14 / ASSU SOL C C2 RN,RNFS14,RNASO
RNFS140ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 14 / ASSU SOL C C3 RN,RNFS14,RNASO
RNFS150ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 15 / ASSU SOL C C1 RN,RNFS15,RNASO
RNFS150ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 15 / ASSU SOL C C2 RN,RNFS15,RNASO
RNFS150ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 15 / ASSU SOL C C3 RN,RNFS15,RNASO
RNFS160ASO-C1,GSU,LT 34P5 kV ASO_ASSU SOL 16 / ASSU SOL C C1 RN,RNFS16,RNASO
RNFS160ASO-C2,GSU,LT 34P5 kV ASO_ASSU SOL 16 / ASSU SOL C C2 RN,RNFS16,RNASO
RNFS160ASO-C3,GSU,LT 34P5 kV ASO_ASSU SOL 16 / ASSU SOL C C3 RN,RNFS16,RNASO
RNFVAE0ASS-1,GSU,LT 34P5 kV UFV ASSU V / ASSU V C C1 RN,RNFVAE,RNASS
RNFVAE0ASS-C2,GSU,LT 34P5 kV UFV ASSU V / ASSU V C C2 RN,RNFVAE,RNASS
RNFVAE0ASS-C3,GSU,LT 34P5 kV UFV ASSU V / ASSU V C C3 RN,RNFVAE,RNASS
RNGAM-2TRS-1,ERE,LT 230 kV GAMELEIRA / TOUROS C P2 RN,RNGAM,RNTRS
RNGLH-2MIT-1,AOP,LT 230 kV GALINHOS / MIASSABA 3 C P1 RN,RNGLH,RNMIT
RNGRAU2ACT-1,,LT 230 kV GRAUNA / ACU III C 1 RN,RNGRAU,RNACT
RNIGA-0NTD-1,CRN,LT 69 kV IGAPO / NATAL II C J5 RN,RNIGA,RNNTD
RNIGA-0NTD-2,CRN,LT 69 kV IGAPO / NATAL II C J6 RN,RNIGA,RNNTD
RNIGA-0NTD-3,CRN,LT 69 kV IGAPO / NATAL II C J8 RN,RNIGA,RNNTD
RNITA10JSL-20,164,LT 34P5 kV JSL_ITAUNA 1 / JERUSALEM C 20 RN,RNITA1,RNJER
RNITA20JSL-19,164,LT 34P5 kV JSL_ITAUNA 2 / JERUSALEM C 19 RN,RNITA2,RNJER
RNITA30JSL-17,164,LT 34P5 kV JSL_ITAUNA 3 / JERUSALEM C 17 RN,RNITA3,RNJER
RNITA30JSL-18,164,LT 34P5 kV JSL_ITAUNA 3 / JERUSALEM C 18 RN,RNITA3,RNJER
RNJCD-0MOD-1,ENL,LT 69 kV JOAO CAMARA 2 / MODELO C P5 RN,RNJCD,RNMOD
RNJCD-0SEMV1,ERE,LT 69 kV JOAO CAMARA 2 / MORRO VENTOS C P1 RN,RNJCD,RNSEMV
RNJCD-0SEMV2,ERE,LT 69 kV JOAO CAMARA 2 / MORRO VENTOS C P2 RN,RNJCD,RNSEMV
RNJCD-0SESC1,ERE,LT 69 kV SANTA CLARA / JOAO CAMARA 2 C P3 RN,RNSESC,RNJCD
RNJCD-0SESC2,ERE,LT 69 kV SANTA CLARA / JOAO CAMARA 2 C P4 RN,RNSESC,RNJCD
RNJCD-2JCT-1,TME,LT 230 kV JOAO CAMARA 2 / J. CAMARA III C N1 RN,RNJCD,RNJCT
RNJCD-2JCT-2,TME,LT 230 kV JOAO CAMARA 2 / J. CAMARA III C N2 RN,RNJCD,RNJCT
RNJCD-2SMG-1,EOP,LT 230 kV JOAO CAMARA 2 / SAO MIGUEL C P2 RN,RNJCD,RNSMG
RNJCD-2UVT-1,CHF,LT 230 kV JOAO CAMARA 2 / UNIAO VENTOS C P1 RN,RNJCD,RNUVT
RNJCT-1MAC-1,ERE,LT 138 kV J. CAMARA III / MACACOS C M2 RN,RNJCT,RNMAC
RNJCT-1ODA-1,COG,LT 138 kV J. CAMARA III / OLHO DAGUA C M6 RN,RNJCT,RNODA
RNJCT-1RNC-1,BRN,LT 138 kV J. CAMARA III / RENASCENCA C M5 RN,RNJCT,RNRNC
RNJCT-2ESQV1,,LT 230 kV J. CAMARA III / ESQUINA D VENTO C 1 RN,RNJCT,RNESQV
RNJDA-0EJD11,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 1 C C7 RN,RNJDA,RNEJD1
RNJDA-0EJD21,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 2 C C6 RN,RNJDA,RNEJD2
RNJDA-0EJD21-------1,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 2 C C5 RN,RNJDA,RNEJD2
RNJDA-0EJD31,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 3 C C4 RN,RNJDA,RNEJD3
RNJDA-0EJD31-------1,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 3 C C3 RN,RNJDA,RNEJD3
RNJDA-0EJD41,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 4 C C2 RN,RNJDA,RNEJD4
RNJDA-0EJD41-------1,COG,LT 34P5 kV JANDAIRA I / JDA_JANDAIRA 4 C C1 RN,RNJDA,RNEJD4
RNJDA-2JCT-1,COG,LT 230 kV JANDAIRA I / J. CAMARA III C N5 RN,RNJDA,RNJCT
RNJDT-0ESAJ1,AFN,LT 34P5 kV JANDAIRA III / JDT_AW_SAO_JOAO C C1 RN,RNJDT,RNESAJ
RNJDT-0ESAJC2,AFN,LT 34P5 kV JANDAIRA III / JDT_AW_SAO_JOAO C C2 RN,RNJDT,RNESAJ
RNJDT-0ESREC2,AFN,LT 34P5 kV JANDAIRA III / JDT_AW ST REGIA C C2 RN,RNJDT,RNESRE
RNJDT-5JND-1,ONS,LT 500 kV JANDAIRA III / JANDAIRA II C 1 RN,RNJDT,RNJND
RNJER-0EBQ1L7,099,LT 34P5 kV JSL_BOQUEIR I / JERUSALEM C L7 RN,RNEBQ1,RNJER
RNJER-0EBQ1L8,099,LT 34P5 kV JSL_BOQUEIR I / JERUSALEM C L8 RN,RNEBQ1,RNJER
RNJER-0EBQ215,099,LT 34P5 kV JSL_BOQUEIR II / JERUSALEM C 15 RN,RNEBQ2,RNJER
RNJER-0EBQ216,099,LT 34P5 kV JSL_BOQUEIR II / JERUSALEM C 16 RN,RNEBQ2,RNJER
RNJER-0EJR11,099,LT 34P5 kV JSL_JERUSAL I / JERUSALEM C L1 RN,RNEJR1,RNJER
RNJER-0EJR12,099,LT 34P5 kV JSL_JERUSAL I / JERUSALEM C L2 RN,RNEJR1,RNJER
RNJER-0EJR21,099,LT 34P5 kV JSL_JERUSAL II / JERUSALEM C L9 RN,RNEJR2,RNJER
RNJER-0EJR22,099,LT 34P5 kV JSL_JERUSAL II / JERUSALEM C 10 RN,RNEJR2,RNJER
RNJER-0EJR31,099,LT 34P5 kV JSL_JERUSAL III / JERUSALEM C L3 RN,RNEJR3,RNJER
RNJER-0EJR32,099,LT 34P5 kV JSL_JERUSAL III / JERUSALEM C L4 RN,RNEJR3,RNJER
RNJER-0EJR41,099,LT 34P5 kV JSL_JERUSAL IV / JERUSALEM C 11 RN,RNEJR4,RNJER
RNJER-0EJR42,099,LT 34P5 kV JSL_JERUSAL IV / JERUSALEM C 12 RN,RNEJR4,RNJER
RNJER-0EJR5L5,099,LT 34P5 kV JSL_JERUSAL V / JERUSALEM C L5 RN,RNEJR5,RNJER
RNJER-0EJR5L6,099,LT 34P5 kV JSL_JERUSAL V / JERUSALEM C L6 RN,RNEJR5,RNJER
RNJER-0EJR613,099,LT 34P5 kV JSL_JERUSAL VI / JERUSALEM C 13 RN,RNEJR6,RNJER
