eqp_id,age_id,descricao,instalacao_de,instalacao_para
CEFSA-2PED-1,AOP,LT 230 kV FAISA / PECEM II C P7 CE,CEFSA,CEPCE
CEFSF10SDF-1,GSU,LT 34P5 kV SDF_SOL FUTUR 1 / SOL DO FUTURO C C3 CE,CEFSF1,CESDF
CEFSF10SDF-1-------1,GSU,LT 34P5 kV SDF_SOL FUTUR 1 / SOL DO FUTURO C C2 CE,CEFSF1,CESDF
CEFSF20SDF-1,GSU,LT 34P5 kV SDF_SOL FUTUR 2 / SOL DO FUTURO C C4 CE,CEFSF2,CESDF
CEFSF20SDF-C3,GSU,LT 34P5 kV SDF_SOL FUTUR 2 / SOL DO FUTURO C C1 CE,CEFSF2,CESDF
CEFSF30SDF-C5,GSU,LT 34P5 kV SDF_SOL FUTUR 3 / SOL DO FUTURO C C5 CE,CEFSF3,CESDF
CEFSF30SDF-C6,GSU,LT 34P5 kV SDF_SOL FUTUR 3 / SOL DO FUTURO C C6 CE,CEFSF3,CESDF
CEFSM30SER-1,CVG,LT 34P5 kV SER_S MATO III / SERROTE C Z1 CE,CEFSM3,CESER
CEFSM30SER-Z2,CVG,LT 34P5 kV SER_S MATO III / SERROTE C Z2 CE,CEFSM3,CESER
CEFSM40SER-Z3,CVG,LT 34P5 kV SER_S MATO IV / SERROTE C Z3 CE,CEFSM4,CESER
CEFSM40SER-Z4,CVG,LT 34P5 kV SER_S MATO IV / SERROTE C Z4 CE,CEFSM4,CESER
CEFTZ-0DMG-1,CHF,LT 69 kV FORTALEZA / DELM. GOUVEIA C J3 CE,CEFTZ,CEDMG
CEFTZ-0DMG-2,CHF,LT 69 kV FORTALEZA / DELM. GOUVEIA C J4 CE,CEFTZ,CEDMG
CEFTZ-0MDM-1,CCE,LT 69 kV FORTALEZA / SE MONDUBIM C J6 CE,CEFTZ,CEMDM
CEFTZ-2CPE-1,CHF,LT 230 kV FORTALEZA / CAUIPE C S1 CE,CEFTZ,CECPE
CEFTZ-2DMG-1,CHF,LT 230 kV FORTALEZA / DELM. GOUVEIA C F5 CE,CEFTZ,CEDMG
CEFTZ-2FZD-1,CHF,LT 230 kV FORTALEZA / FORTALEZA II C Z4 CE,CEFTZ,CEFZD
CEFTZ-2FZD-2,CHF,LT 230 kV FORTALEZA / FORTALEZA II C Z5 CE,CEFTZ,CEFZD
CEFTZ-2FZD-3,CHF,LT 230 kV FORTALEZA / FORTALEZA II C Z6 CE,CEFTZ,CEFZD
CEFZD-2MAU-1,CHF,LT 230 kV FORTALEZA II / MARACANAU II C Z7 CE,CEFZD,CEMAU
CEFZD-2PCD-1,CHF,LT 230 kV FORTALEZA II / PICI II C Z2 CE,CEFZD,CEPCD
CEFZD-2PCD-2,CHF,LT 230 kV FORTALEZA II / PICI II C Z3 CE,CEFZD,CEPCD
CEFZD-5PCE-1,CHF,LT 500 kV FORTALEZA II / PECEM II C C2 CE,CEFZD,CEPCE
CEFZD-5PCE-2,CHF,LT 500 kV FORTALEZA II / PECEM II C C1 CE,CEFZD,CEPCE
CEFZD-5PCT-1,,LT 500 kV FORTALEZA II / PACATUBA C 1 CE,CEFZD,CEPCT
CEFZD-5SBT-1,CHF,LT 500 kV SOBRAL III / FORTALEZA II C V7 CE,CESBT,CEFZD
CEFZD-5SBT-2,CHF,LT 500 kV SOBRAL III / FORTALEZA II C V6 CE,CESBT,CEFZD
CEIBD-0SRL-1,GEN,LT 69 kV IBIAPINA II / SANTA ROSALIA C P1 CE,CEIBD,CESRL
CEIBD-2MRG-1PI,CRE,LT 230 kV IBIAPINA II / MARANGATU C N2 CE/PI,CEIBD,PIMRG
CEIBD-2PRI-1PI,CHF,LT 230 kV IBIAPINA II / PIRIPIRI C N1 CE/PI,CEIBD,PIPRI
CEIBD-2PRI-2PI,CRE,LT 230 kV IBIAPINA II / PIRIPIRI C N2 CE/PI,CEIBD,PIPRI
CEIBD-2PRI-3PI,,LT 230 kV IBIAPINA II / PIRIPIRI C 3 CE/PI,CEIBD,PIPRI
CEIBD-2SBD-1,CHF,LT 230 kV IBIAPINA II / SOBRAL II C L1 CE,CEIBD,CESBD
CEIBD-2SJA-1PI,,LT 230 kV IBIAPINA II / SJ ARRAIAL II C 1 CE/PI,CEIBD,PISJA
CEIBD-2TIA-1,CRE,LT 230 kV IBIAPINA II / TIANGUA II C Z1 CE,CEIBD,CETIA
CEIBD-2TIA-2,CRE,LT 230 kV IBIAPINA II / TIANGUA II C Z2 CE,CEIBD,CETIA
CEIBD-5PNB-1PI,,LT 500 kV IBIAPINA II / PARNAIBA III C 1 CE/PI,CEIBD,PIPNB
CEIBD-5SBT-1,,LT 500 kV IBIAPINA II / SOBRAL III C 1 CE,CEIBD,CESBT
CEIBD-5TIA-1,,LT 500 kV IBIAPINA II / TIANGUA II C 1 CE,CEIBD,CETIA
CEICO-2MLG-1,CHF,LT 230 kV ICO  / MILAGRES C M2 CE,CEICO,CEMLG
CEICO-2MLG-3,,LT 230 kV ICO  / MILAGRES C 3 CE,CEICO,CEMLG
CEJAI-0SJAN1,VIS,LT 34P5 kV JAN_JANDAIA_I / JANDAIA C C1 CE,CEJAI,CESJAN
CEJAI-0SJANC2,VIS,LT 34P5 kV JAN_JANDAIA_I / JANDAIA C C2 CE,CEJAI,CESJAN
CEJAN-0SJAN1,VIS,LT 34P5 kV JAN_JANDAIA / JANDAIA C C1 CE,CEJAN,CESJAN
CEJAN-0SJAN1-------1,VIS,LT 34P5 kV JAN_JANDAIA / JANDAIA C C2 CE,CEJAN,CESJAN
CEJGII2MSQ-1RN,CYM,LT 230 kV JAGUARUANA II / MOSSORO IV C S1 CE/RN,CEJGII,RNMSQ
CEJGII2MSQ-2RN,CYM,LT 230 kV JAGUARUANA II / MOSSORO IV C S2 CE/RN,CEJGII,RNMSQ
CEJGII2RSD-1,CYM,LT 230 kV JAGUARUANA II / RUSSAS II C S3 CE,CEJGII,CERSD
CEJGII5ACT-1RN,CYM,LT 500 kV JAGUARUANA II / ACU III C V7 CE/RN,CEJGII,RNACT
CEJGII5PCT-1,CYM,LT 500 kV JAGUARUANA II / PACATUBA C L1 CE,CEJGII,CEPCT
CEKW010KW2W1,SMM,LT 34P5 kV KW2W_KAIROS 1 / KAIROS C 1 CE,CEKW01,CEKW2W
CEKW010KW2W2,SMM,LT 34P5 kV KW2W_KAIROS 1 / KAIROS C 2 CE,CEKW01,CEKW2W
CEKW020KW2W1,SMM,LT 34P5 kV KW2W_KAIROS 2 / KAIROS C 1 CE,CEKW02,CEKW2W
CEKW020KW2W2,SMM,LT 34P5 kV KW2W_KAIROS 2 / KAIROS C 2 CE,CEKW02,CEKW2W
CEKW060KW2W1,SMM,LT 34P5 kV KW2W_KAIROS 6 / KAIROS C 1 CE,CEKW06,CEKW2W
CEKW060KW2W2,SMM,LT 34P5 kV KW2W_KAIROS 6 / KAIROS C 2 CE,CEKW06,CEKW2W
CEKW2W2MSQ-P1RN,SMM,LT 230 kV KAIROS / MOSSORO IV C P1 CE/RN,CEKW2W,RNMSQ
CELAG-0LAG110,LGI,LT 34P5 kV LAG_LAGOINHA_1 / LAGOINHA C 10 CE,CELAG1,CELAG
CELAG-0LAG111,LGI,LT 34P5 kV LAG_LAGOINHA_1 / LAGOINHA C 11 CE,CELAG1,CELAG
CELAG-0LAG112,LGI,LT 34P5 kV LAG_LAGOINHA_1 / LAGOINHA C 12 CE,CELAG1,CELAG
CELAG-0LAG27,LGI,LT 34P5 kV LAG_LAGOINHA_2 / LAGOINHA C 7 CE,CELAG2,CELAG
CELAG-0LAG28,LGI,LT 34P5 kV LAG_LAGOINHA_2 / LAGOINHA C 8 CE,CELAG2,CELAG
CELAG-0LAG29,LGI,LT 34P5 kV LAG_LAGOINHA_2 / LAGOINHA C 9 CE,CELAG2,CELAG
CELAG-0LAG34,LGI,LT 34P5 kV LAG_LAGOINHA_3 / LAGOINHA C 4 CE,CELAG3,CELAG
CELAG-0LAG35,LGI,LT 34P5 kV LAG_LAGOINHA_3 / LAGOINHA C 5 CE,CELAG3,CELAG
CELAG-0LAG36,LGI,LT 34P5 kV LAG_LAGOINHA_3 / LAGOINHA C 6 CE,CELAG3,CELAG
CELAG-0LAG41,LGI,LT 34P5 kV LAG_LAGOINHA_4 / LAGOINHA C 1 CE,CELAG4,CELAG
CELAG-0LAG42,LGI,LT 34P5 kV LAG_LAGOINHA_4 / LAGOINHA C 2 CE,CELAG4,CELAG
CELAG-0LAG43,LGI,LT 34P5 kV LAG_LAGOINHA_4 / LAGOINHA C 3 CE,CELAG4,CELAG
CELAV-0LAV11,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 1 C CA CE,CELAV,CELAV1
CELAV-0LAV1CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 1 C CB CE,CELAV,CELAV1
CELAV-0LAV21,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 2 C CA CE,CELAV,CELAV2
CELAV-0LAV2CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 2 C CB CE,CELAV,CELAV2
CELAV-0LAV3CA,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 3 C CA CE,CELAV,CELAV3
CELAV-0LAV3CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 3 C CB CE,CELAV,CELAV3
CELAV-0LAV4CA,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 4 C CA CE,CELAV,CELAV4
CELAV-0LAV4CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 4 C CB CE,CELAV,CELAV4
CELAV-0LAV5CA,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 5 C CA CE,CELAV,CELAV5
CELAV-0LAV5CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 5 C CB CE,CELAV,CELAV5
CELAV-0LAV6CA,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 6 C CA CE,CELAV,CELAV6
CELAV-0LAV6CB,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 6 C CB CE,CELAV,CELAV6
CELAV-0LAV7CA,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 7 C CA CE,CELAV,CELAV7
CELAV-0LAV81,VIS,LT 34P5 kV LAVRAS / LAV_LAVRAS 8 C CA CE,CELAV,CELAV8
CELAV-2CPE-7,VIS,LT 230 kV LAVRAS / CAUIPE C P1 CE,CELAV,CECPE
CELIN10LINS1,C65,LT 34P5 kV LINS_LINS 1 / LINS  C 1 CE,CELIN1,CELINS
CELIN10LINS2,C65,LT 34P5 kV LINS_LINS 1 / LINS  C 2 CE,CELIN1,CELINS
CELIN10LINS3,C65,LT 34P5 kV LINS_LINS 1 / LINS  C 3 CE,CELIN1,CELINS
CELIN10LINS4,C65,LT 34P5 kV LINS_LINS 1 / LINS  C 4 CE,CELIN1,CELINS
CELIN10LINS5,C65,LT 34P5 kV LINS_LINS 1 / LINS  C 5 CE,CELIN1,CELINS
CELIN20LINS1,C65,LT 34P5 kV LINS_LINS 2 / LINS  C 1 CE,CELIN2,CELINS
CELIN20LINS2,C65,LT 34P5 kV LINS_LINS 2 / LINS  C 2 CE,CELIN2,CELINS
CELIN20LINS3,C65,LT 34P5 kV LINS_LINS 2 / LINS  C 3 CE,CELIN2,CELINS
CELIN20LINS4,C65,LT 34P5 kV LINS_LINS 2 / LINS  C 4 CE,CELIN2,CELINS
CELIN20LINS5,C65,LT 34P5 kV LINS_LINS 2 / LINS  C 5 CE,CELIN2,CELINS
CEMDN-2RSD-1,,LT 230 kV MORADA NOVA / RUSSAS II C 2 CE,CEMDN,CERSD
CEMDN-2RSD-1-------1,,LT 230 kV MORADA NOVA / RUSSAS II C 1 CE,CEMDN,CERSD
CEMDN-5PCT-1,,LT 500 kV MORADA NOVA / PACATUBA C 1 CE,CEMDN,CEPCT
CEMDN-5QXA-1,,LT 500 kV MORADA NOVA / QUIXADA C 1 CE,CEMDN,CEQXA
CEMIL10AB2-L1,189,LT 34P5 kV AB2_MILAGRES 1 / ABAIARA II C L1 CE,CEMIL1,CEABA2
CEMIL10AB2-L2,189,LT 34P5 kV AB2_MILAGRES 1 / ABAIARA II C L2 CE,CEMIL1,CEABA2
CEMIL20AB2-L3,189,LT 34P5 kV AB2_MILAGRES 2 / ABAIARA II C L3 CE,CEMIL2,CEABA2
CEMIL20AB2-L4,189,LT 34P5 kV AB2_MILAGRES 2 / ABAIARA II C L4 CE,CEMIL2,CEABA2
CEMIL30AB2-L5,189,LT 34P5 kV AB2_MILAGRES 3 / ABAIARA II C L5 CE,CEMIL3,CEABA2
CEMIL30AB2-M1,189,LT 34P5 kV AB2_MILAGRES 3 / ABAIARA II C M1 CE,CEMIL3,CEABA2
CEMIL40AB2-M2,189,LT 34P5 kV AB2_MILAGRES 4 / ABAIARA II C M2 CE,CEMIL4,CEABA2
CEMIL40AB2-M3,189,LT 34P5 kV AB2_MILAGRES 4 / ABAIARA II C M3 CE,CEMIL4,CEABA2
CEMIL50AB2-M4,189,LT 34P5 kV AB2_MILAGRES 5 / ABAIARA II C M4 CE,CEMIL5,CEABA2
CEMIL50AB2-M5,189,LT 34P5 kV AB2_MILAGRES 5 / ABAIARA II C M5 CE,CEMIL5,CEABA2
CEMLD-5QMN-1PI,899,LT 500 kV MILAGRES II / QUEIMADA NOVA 2 C C3 CE/PI,CEMLD,PIQMN
CEMLG-2BNB-1,CHF,LT 230 kV MILAGRES / BANABUIU C M1 CE,CEMLG,CEBNB
CEMLG-2BNB-2,CHF,LT 230 kV MILAGRES / BANABUIU C M2 CE,CEMLG,CEBNB
CEMLG-2BNB-3,CHF,LT 230 kV MILAGRES / BANABUIU C M3 CE,CEMLG,CEBNB
CEMLG-2BNB-4,CHF,LT 230 kV MILAGRES / BANABUIU C M4 CE,CEMLG,CEBNB
CEMLG-2BNB-5,CHF,LT 230 kV MILAGRES / BANABUIU C M5 CE,CEMLG,CEBNB
CEMLG-2CMA-1PB,CHF,LT 230 kV MILAGRES / COREMAS C M6 CE/PB,CEMLG,PBCMA
CEMLG-2CMA-2PB,CHF,LT 230 kV MILAGRES / COREMAS C M5 CE/PB,CEMLG,PBCMA
CEMLG-2TAA-1,CHF,LT 230 kV MILAGRES / TAUA II C M4 CE,CEMLG,CETAA
CEMLG-5MLD-1,CHF,LT 500 kV MILAGRES / MILAGRES II C 2 CE,CEMLG,CEMLD
CEMLG-5MLD-2,963,LT 500 kV MILAGRES / MILAGRES II C V4 CE,CEMLG,CEMLD
CEMLG-5QXA-1,CHF,LT 500 kV MILAGRES / QUIXADA C V3 CE,CEMLG,CEQXA
CEMPD-2SBT-1,CHF,LT 230 kV MASSAPE II / SOBRAL III C P1 CE,CEMPD,CESBT
CEMTD-2BNO-1PE,CHF,LT 230 kV MAURITI II / BOM NOME C F4 CE/PE,CEMTD,PEBNO
CEMTD-2MLG-1,CHF,LT 230 kV MAURITI II / MILAGRES C L3 CE,CEMTD,CEMLG
CENSF-0SJAN1,VIS,LT 34P5 kV JAN_NSA_FATIMA / JANDAIA C C1 CE,CENSF,CESJAN
CENSF-0SJANC2,VIS,LT 34P5 kV JAN_NSA_FATIMA / JANDAIA C C2 CE,CENSF,CESJAN
CEPCD-0PCI-1,CHF,LT 69 kV PICI II / SE PICI C T1 CE,CEPCD,CEPCI
CEPCD-0PCI-2,CHF,LT 69 kV PICI II / SE PICI C T2 CE,CEPCD,CEPCI
CEPCD-0PCI-3,CHF,LT 69 kV PICI II / SE PICI C T3 CE,CEPCD,CEPCI
CEPCD-0PCI-4,CHF,LT 69 kV PICI II / SE PICI C T4 CE,CEPCD,CEPCI
CEPCD-0PCI-T5,CHF,LT 69 kV PICI II / SE PICI C T5 CE,CEPCD,CEPCI
CEPCE-2TBA-1,SMM,LT 230 kV PECEM II / TAIBA C P6 CE,CEPCE,CETBA
CEPCE-2UTPC1,,LT 230 kV PECEM II / PORTO PECEM I C 1 CE,CEPCE,CEUTPC
CEPCE-2UTPC2,,LT 230 kV PECEM II / PORTO PECEM I C 2 CE,CEPCE,CEUTPC
CEPCE-2UTPC3,,LT 230 kV PECEM II / PORTO PECEM I C 3 CE,CEPCE,CEUTPC
CEPCE-5SBT-1,CHF,LT 500 kV PECEM II / SOBRAL III C V7 CE,CEPCE,CESBT
CEPCE-5SBT-2,CHF,LT 500 kV PECEM II / SOBRAL III C V6 CE,CEPCE,CESBT
CEPCM-2CPE-1,PPG,LT 230 kV ENERGIA PECEM / CAUIPE C S7 CE,CEPCM,CECPE
CEPCM-2PCE-1,PPG,LT 230 kV ENERGIA PECEM / PECEM II C P3 CE,CEPCM,CEPCE
CEPCM-2PCE-2,PPG,LT 230 kV ENERGIA PECEM / PECEM II C P4 CE,CEPCM,CEPCE
CEPCM-2PCE-3,PPG,LT 230 kV ENERGIA PECEM / PECEM II C P5 CE,CEPCM,CEPCE
CEPCT-5FZD-1,TME,LT 500 kV PACATUBA / FORTALEZA II C C1 CE,CEPCT,CEFZD
CEPCT-5FZD-2,,LT 500 kV PACATUBA / FORTALEZA II C 2 CE,CEPCT,CEFZD
CEPCT-5PED-1,,LT 500 kV PACATUBA / PECEM II C 1 CE,CEPCT,CEPCE
CEPED-2LINS1,C65,LT 230 kV LINS  / PECEM II C 10 CE,CELINS,CEPCE
CEPED-2TRA-1,GSU,LT 230 kV PECEM II / TRAIRI C P8 CE,CEPCE,CETRA
CEPED-5PCT-1,TME,LT 500 kV PECEM II / PACATUBA C Z1 CE,CEPCE,CEPCT
CEPPG-0AUD-1,ENM,LT 69 kV PAPAGAIO / ACARAU II C L2 CE,CEPPG,CEAUD
CEPPG-0AUD-S2,ENM,LT 69 kV PAPAGAIO / ACARAU II C S2 CE,CEPPG,CEAUD
CEPPG-0AUD-S3,ENM,LT 69 kV PAPAGAIO / ACARAU II C S3 CE,CEPPG,CEAUD
CEPTM-2RSD-1,AFN,LT 230 kV PITOMBEIRA / RUSSAS II C P2 CE,CEPTM,CERSD
CEPTN-0PTN111,ICS,LT 34P5 kV PTN_PANATI 1 / PANATI C 11 CE,CEPTN1,CEPTN
CEPTN-0PTN112,ICS,LT 34P5 kV PTN_PANATI 1 / PANATI C 12 CE,CEPTN1,CEPTN
CEPTN-0PTN213,ICS,LT 34P5 kV PTN_PANATI 2 / PANATI C 13 CE,CEPTN2,CEPTN
CEPTN-0PTN214,ICS,LT 34P5 kV PTN_PANATI 2 / PANATI C 14 CE,CEPTN2,CEPTN
CEPTN-0PTN315,ICS,LT 34P5 kV PTN_PANATI 3 / PANATI C 15 CE,CEPTN3,CEPTN
CEPTN-0PTN316,ICS,LT 34P5 kV PTN_PANATI 3 / PANATI C 16 CE,CEPTN3,CEPTN
CEPTN-0PTN423,ICS,LT 34P5 kV PTN_PANATI 4 / PANATI C 23 CE,CEPTN4,CEPTN
CEPTN-0PTN424,ICS,LT 34P5 kV PTN_PANATI 4 / PANATI C 24 CE,CEPTN4,CEPTN
CEPTN-0PTN525,ICS,LT 34P5 kV PTN_PANATI 5 / PANATI C 25 CE,CEPTN5,CEPTN
CEPTN-0PTN526,ICS,LT 34P5 kV PTN_PANATI 5 / PANATI C 26 CE,CEPTN5,CEPTN
CEPTN-0PTN627,ICS,LT 34P5 kV PTN_PANATI 6 / PANATI C 27 CE,CEPTN6,CEPTN
CEPTN-0PTN628,ICS,LT 34P5 kV PTN_PANATI 6 / PANATI C 28 CE,CEPTN6,CEPTN
CEPTN-0STA117,ICS,LT 34P5 kV PTN_SITIA 1 / PANATI C 17 CE,CESTA1,CEPTN
CEPTN-0STA118,ICS,LT 34P5 kV PTN_SITIA 1 / PANATI C 18 CE,CESTA1,CEPTN
CEPTN-0STA221,ICS,LT 34P5 kV PTN_SITIA 2 / PANATI C 21 CE,CESTA2,CEPTN
CEPTN-0STA222,ICS,LT 34P5 kV PTN_SITIA 2 / PANATI C 22 CE,CESTA2,CEPTN
CEPTN-2BNB-1,ICS,LT 230 kV PANATI / BANABUIU C P1 CE,CEPTN,CEBNB
CEQXA-5CTE-1,,LT 500 kV QUIXADA / CRAT�US C 1 CE,CEQXA,CECTE
CEQXA-5FZD-1,CHF,LT 500 kV QUIXADA / FORTALEZA II C V5 CE,CEQXA,CEFZD
CEQXA-5PCT-1,,LT 500 kV QUIXADA / PACATUBA C 1 CE,CEQXA,CEPCT
CEQXR-2RSD-1,CHF,LT 230 kV QUIXERE / RUSSAS II C C2 CE,CEQXR,CERSD
CERMOR2RSD-1,,LT 230 kV R.MOREIRA / RUSSAS II C 1 CE,CERMOR,CERSD
CERSD-2LAG-P3,LGI,LT 230 kV RUSSAS II / LAGOINHA C P3 CE,CERSD,CELAG
CERSD-2MSD-1RN,CHF,LT 230 kV RUSSAS II / MOSSORO II C L1 CE/RN,CERSD,RNMSD
CESBD-2FTZ-1,CHF,LT 230 kV SOBRAL II / FORTALEZA C S1 CE,CESBD,CEFTZ
CESBD-2SBT-1,CHF,LT 230 kV SOBRAL II / SOBRAL III C L2 CE,CESBD,CESBT
CESBD-2SBT-2,CHF,LT 230 kV SOBRAL II / SOBRAL III C L3 CE,CESBD,CESBT
CESBT-2AUD-5,CHF,LT 230 kV SOBRAL III / ACARAU II C P5 CE,CESBT,CEAUD
CESBT-5TIA-1,CHF,LT 500 kV SOBRAL III / TIANGUA II C V5 CE,CESBT,CETIA
CESBT-5TIA-2,,LT 500 kV SOBRAL III / TIANGUA II C 2 CE,CESBT,CETIA
CESCL-0SJAN1,VIS,LT 34P5 kV JAN_SAO_CLEMENT / JANDAIA C C1 CE,CESCL,CESJAN
CESCL-0SJAN1-------1,VIS,LT 34P5 kV JAN_SAO_CLEMENT / JANDAIA C C2 CE,CESCL,CESJAN
CESDF-0AQD-1,GSU,LT 69 kV SOL DO FUTURO / AQUIRAZ II C P1 CE,CESDF,CEAQR
CESEIC2SBT-1,SMM,LT 230 kV ICARAI / SOBRAL III C P4 CE,CESEIC,CESBT
CESER-2PED-P9,CVG,LT 230 kV SERROTE / PECEM II C P9 CE,CESER,CEPCE
CESIBP2IBD-1,,LT 230 kV SERRA IBIAPIA / IBIAPINA II C 1 CE,CESIBP,CEIBD
CESJAN2RSD-1,VIS,LT 230 kV JANDAIA / RUSSAS II C P4 CE,CESJAN,CERSD
CESJN-0SJAN1,VIS,LT 34P5 kV JAN_SAO_JANUARI / JANDAIA C C1 CE,CESJN,CESJAN
CESJN-0SJAN1-------1,VIS,LT 34P5 kV JAN_SAO_JANUARI / JANDAIA C C2 CE,CESJN,CESJAN
CETAD-2CRA21,CHF,LT 230 kV CRATO II / TAUA II C M7 CE,CECRA2,CETAA
CETBA-0UEAD1,SMM,LT 34P5 kV TAIBA / TBA_TAIBA ANDOR C C1 CE,CETBA,CEUEAD
CETBA-0UEAD2,SMM,LT 34P5 kV TAIBA / TBA_TAIBA ANDOR C C2 CE,CETBA,CEUEAD
CETBA-0UEAG1,SMM,LT 34P5 kV TAIBA / TBA_TAIBA AGUIA C C3 CE,CETBA,CEUEAG
CETBA-0UEAG2,SMM,LT 34P5 kV TAIBA / TBA_TAIBA AGUIA C C4 CE,CETBA,CEUEAG
CETBA-0UECL1,SMM,LT 34P5 kV TAIBA / TBA_COLONIA C C5 CE,CETBA,CEUECL
CETBA-0UECL2,SMM,LT 34P5 kV TAIBA / TBA_COLONIA C C6 CE,CETBA,CEUECL
CETGD-5TEIV1PI,,LT 500 kV TIANGUA II / TERESINA IV C 1 CE/PI,CETIA,PITEIV
CETGT-2IBD-1,,LT 230 kV TIANGUA III / IBIAPINA II C 1 CE,CETGT,CEIBD
CETIA-5SBT-3,CHF,LT 500 kV TIANGUA II / SOBRAL III C V8 CE,CETIA,CESBT
CETIA-5TSD-2PI,CHF,LT 500 kV TIANGUA II / TERESINA II C C7 CE/PI,CETIA,PITSD
CEUCZ-0UCZS1,ERE,LT 34P5 kV EOL ICARAIZINHO / ICARAIZINHO SE C C1 CE,CEICZ,CEUCZS
CEUCZ-0UCZSC2,ERE,LT 34P5 kV EOL ICARAIZINHO / ICARAIZINHO SE C C2 CE,CEICZ,CEUCZS
CEUCZ-0UCZSC3,ERE,LT 34P5 kV EOL ICARAIZINHO / ICARAIZINHO SE C C3 CE,CEICZ,CEUCZS
CEUCZ-2CHE-1,ERE,LT 230 kV ICARAIZINHO SE / PEDRA CHEIROSA C M3 CE,CEUCZS,CECHE
CEUCZ-2MPD-1,ERE,LT 230 kV ICARAIZINHO SE / MASSAPE II C M2 CE,CEUCZS,CEMPD
CEUEAP0FSA-1,AOP,LT 34P5 kV FSA_ST ANTO PAD / FAISA C C3 CE,CEUEAP,CEFSA
CEUEBU0PPG-1,ENM,LT 34P5 kV PPG_BURITI / PAPAGAIO C G1 CE,CEUEBU,CEPPG
CEUEBU0PPG-2,ENM,LT 34P5 kV PPG_BURITI / PAPAGAIO C G2 CE,CEUEBU,CEPPG
CEUEBU0PPG-3,ENM,LT 34P5 kV PPG_BURITI / PAPAGAIO C G3 CE,CEUEBU,CEPPG
CEUECJ0CJC-1,ENM,LT 34P5 kV PPG_CAJUCOCO / CAJUCOCO C G1 CE,CEUECJ,CECJC
CEUECJ0CJC-2,ENM,LT 34P5 kV PPG_CAJUCOCO / CAJUCOCO C G2 CE,CEUECJ,CECJC
CEUECJ0CJC-3,ENM,LT 34P5 kV PPG_CAJUCOCO / CAJUCOCO C G3 CE,CEUECJ,CECJC
CEUECO0PPG-1,ENM,LT 34P5 kV PPG_COQUEIROS / PAPAGAIO C G1 CE,CEUECO,CEPPG
CEUECO0PPG-2,ENM,LT 34P5 kV PPG_COQUEIROS / PAPAGAIO C G2 CE,CEUECO,CEPPG
CEUEEM0FSA-1,AOP,LT 34P5 kV FSA_EMBUACA / FAISA C C2 CE,CEUEEM,CEFSA
CEUEEM0FSA-2,AOP,LT 34P5 kV FSA_EMBUACA / FAISA C C1 CE,CEUEEM,CEFSA
CEUEF10FSA-1,AOP,LT 34P5 kV FSA_FAISA 1 / FAISA C F2 CE,CEUEF1,CEFSA
CEUEF10FSA-2,AOP,LT 34P5 kV FSA_FAISA 1 / FAISA C F1 CE,CEUEF1,CEFSA
CEUEF20FSA-1,AOP,LT 34P5 kV FSA_FAISA 2 / FAISA C F0 CE,CEUEF2,CEFSA
CEUEF20FSA-2,AOP,LT 34P5 kV FSA_FAISA 2 / FAISA C F9 CE,CEUEF2,CEFSA
CEUEF30FSA-1,AOP,LT 34P5 kV FSA_FAISA 3 / FAISA C F8 CE,CEUEF3,CEFSA
CEUEF30FSA-2,AOP,LT 34P5 kV FSA_FAISA 3 / FAISA C F7 CE,CEUEF3,CEFSA
CEUEF40FSA-1,AOP,LT 34P5 kV FSA_FAISA 4 / FAISA C F6 CE,CEUEF4,CEFSA
CEUEF40FSA-2,AOP,LT 34P5 kV FSA_FAISA 4 / FAISA C F5 CE,CEUEF4,CEFSA
CEUEF50FSA-1,AOP,LT 34P5 kV FSA_FAISA 5 / FAISA C F4 CE,CEUEF5,CEFSA
CEUEF50FSA-2,AOP,LT 34P5 kV FSA_FAISA 5 / FAISA C F3 CE,CEUEF5,CEFSA
CEUEFL0TRA-1,GSU,LT 34P5 kV TRA_FLEIXEIRA I / TRAIRI C F1 CE,CEUEFL,CETRA
CEUEFL0TRA-2,GSU,LT 34P5 kV TRA_FLEIXEIRA I / TRAIRI C F2 CE,CEUEFL,CETRA
CEUEGU0TRA-1,GSU,LT 34P5 kV TRA_GUAJIRU / TRAIRI C G1 CE,CEUEGU,CETRA
CEUEGU0TRA-2,GSU,LT 34P5 kV TRA_GUAJIRU / TRAIRI C G2 CE,CEUEGU,CETRA
CEUEMU0TRA-1,GSU,LT 34P5 kV TRA_MUNDAU / TRAIRI C M1 CE,CEUEMU,CETRA
