eqp_id,age_id_prop,nomelongo,ins_id
BACTU-2TR4,CHF,TR 230 / 69 kV CATU T4 BA,BACTU
BACTU-2TR5,CHF,TR 230 / 69 kV CATU 2A BA,BACTU
BACTU-2TR6,,TR 230 / 69 kV CATU T6 BA,BACTU
BACVN-0TR1,ENL,TR 69 / 34P5 kV CURVA VENTOS T1 BA,BACVN
BADFN-21,ENL,TR 230 / 34P5 kV DELFINA T1 BA,BADFN
BADFN-2TR2,ENL,TR 230 / 34P5 kV DELFINA T2 BA,BADFN
BADOW-2TRT1,DQU,TR 230 / 14P4 kV DOW QUIMICA T1 BA,BADOW
BADOW-2TRT2,DQU,TR 230 / 14P4 kV DOW QUIMICA T2 BA,BADOW
BAEMCR2TR6,099,TR 230 / 34P5 kV BROTAS.MACAUBAS T6 BA,BABMC
BAENP-2TR1,CHF,TR 230 / 138 kV EUNAPOLIS T1 BA,BAENP
BAENP-2TR2,CHF,TR 230 / 138 kV EUNAPOLIS T2 BA,BAENP
BAENP-2TR3,CHF,TR 230 / 138 kV EUNAPOLIS T3A BA,BAENP
BAENP-2TR4,CHF,TR 230 / 138 kV EUNAPOLIS T3B BA,BAENP
BAFDR-0TR1,CBA,TR 69 / 11P9 kV FEDERACAO T1 BA,BAFDR
BAFDR-0TR2,CBA,TR 69 / 11P9 kV FEDERACAO T2 BA,BAFDR
BAFDR-0TR3,CBA,TR 69 / 11P9 kV FEDERACAO T3 BA,BAFDR
BAFDR-0TR4,CBA,TR 69 / 11P9 kV FEDERACAO T4 BA,BAFDR
BAFDS-2TR1,EEL,TR 230 / 34P5 kV FOLHA DE SERRA T1 BA,BAFDS
BAFLA-2TRT1,GEN,TR 230 / 34P5 kV FOLHA LARGA TB BA,BAFLA
BAFLA-2TRT2,GEN,TR 230 / 34P5 kV FOLHA LARGA TA BA,BAFLA
BAFLA-2TRTA,GEN,TR 230 / 34P5 kV FOLHA LARGA T2 BA,BAFLA
BAFLA-2TRTB,GEN,TR 230 / 34P5 kV FOLHA LARGA T1 BA,BAFLA
BAFLS-2TRT1,CVR,TR 230 / 34P5 kV FOLHA LARGA SUL T1 BA,BAFLS
BAFLS-2TRT1,CVR,TR 230 / 34P5 kV FOLHA LARGA SUL X1 BA,BAFLS
BAFLS-2TRT2,CVR,TR 230 / 34P5 kV FOLHA LARGA SUL T2 BA,BAFLS
BAFLS-2TRT2,CVR,TR 230 / 34P5 kV FOLHA LARGA SUL X2 BA,BAFLS
BAFMRP21,,TR 230 / 138 kV FORMOSA R.PRETO 1 BA,BAFMRP
BAFMRP2TR2,,TR 230 / 138 kV FORMOSA R.PRETO 2 BA,BAFMRP
BAFNL-1TR7,CHF,TR 138 / 115 kV FUNIL T7 BA,BAFNL
BAFNL-2TR1,CHF,TR 230 / 138 kV FUNIL T1 BA,BAFNL
BAFNL-2TR2,CHF,TR 230 / 138 kV FUNIL T2 BA,BAFNL
BAFNL-2TR3,CHF,TR 230 / 138 kV FUNIL T3 BA,BAFNL
BAFNL-2TR4,CHF,TR 230 / 115 kV FUNIL 4 BA,BAFNL
BAFNL-2TR5,CHF,TR 230 / 138 kV FUNIL X5 BA,BAFNL
BAFNL-2TR6,CHF,TR 230 / 138 kV FUNIL T6 BA,BAFNL
BAFNL-2TR7,CHF,TR 230 / 138 kV FUNIL 7 BA,BAFNL
BAFNL-2TR8,CHF,TR 230 / 13P5 kV FUNIL T8 BA,BAFNL
BAFNV-0T1,CBA,TR 69 / 11P9 kV FONTE NOVA T1 BA,BAFNV
BAFNV-0TR2,CBA,TR 69 / 11P9 kV FONTE NOVA T2 BA,BAFNV
BAFRD-2TR1,CDR,TR 230 / 13P8 kV FORD T1 BA,BAFRD
BAFRD-2TR2,CDR,TR 230 / 13P8 kV FORD T2 BA,BAFRD
BAFS3-2TR1,YON,TR 230 / 69 kV F. SANTANA III T1X BA,BAFS3
BAFS3-2TR2,YON,TR 230 / 69 kV F. SANTANA III T2X BA,BAFS3
BAFST-2TRT1,NRX,TR 230 / 69 kV F. SANTANA III T1 BA,BAFS3
BAFST-2TRT2,NRX,TR 230 / 69 kV F. SANTANA III T2 BA,BAFS3
BAFUT-5TR1,MP1,TR 500 / 34P5 kV COMPLEXO_FUTURA T1 BA,BAFFUT
BAFUT-5TR2,MP1,TR 500 / 34P5 kV COMPLEXO_FUTURA T2 BA,BAFFUT
BAGOI-1TRT3,SAG,TR 138 / 34P5 kV GENTIO OURO I T3 BA,BAGOI
BAGOI-1TRT4,SAG,TR 138 / 34P5 kV GENTIO OURO I T4 BA,BAGOI
BAGOI-2TR1,SAG,TR 230 / 138 kV GENTIO OURO I T1A BA,BAGOI
BAGOI-2TRT1,SAG,TR 230 / 138 kV GENTIO OURO I T1 BA,BAGOI
BAGOI-2TRT2,SAG,TR 230 / 34P5 kV GENTIO OURO I T2 BA,BAGOI
BAGOR-5Q1,CYM,TR 500 / 30 kV GENTIO OURO II Q1 BA,BAGOR
BAGOR-5TR1,CYM,TR 500 / 230 kV GENTIO OURO II T1 BA,BAGOR
BAGOR-5TR2,CYM,TR 500 / 230 kV GENTIO OURO II T2 BA,BAGOR
BAGOR-5TRT3,CYM,TR 500 / 230 kV GENTIO OURO II T3 BA,BAGOR
BAGPX-2TR1,CHF,TR 230 / 34P5 kV GPEXPAN T1 BA,BAGPX
BAGPX-2TR2,CHF,TR 230 / 34P5 kV GPEXPAN T2 BA,BAGPX
BAGRP-0TR1,BRN,TR 69 / 34P5 kV GUIRAPA T1 BA,BAGRP
BAGRP-0TR2,BRN,TR 69 / 34P5 kV GUIRAPA T2 BA,BAGRP
BAGVM-2TR1,CHF,TR 230 / 69 kV G.MANGABEIRA T1 BA,BAGVM
BAGVM-2TR2,CHF,TR 230 / 69 kV G.MANGABEIRA T2 BA,BAGVM
BAHRZ-2TR1,ENL,TR 230 / 34P5 kV HORIZONTE MP T1 BA,BAHRZ
BAICA-2TR2,CHF,TR 230 / 138 kV IBICOARA X4 BA,BAICA
BAICA-2TR3,CHF,TR 230 / 138 kV IBICOARA X3 BA,BAICA
BAICA-2TRT3,CHF,TR 230 / 138 kV IBICOARA T3 BA,BAICA
BAICA-2TRT4,CHF,TR 230 / 138 kV IBICOARA T4 BA,BAICA
BAICA-2TRT6,,TR 230 / 138 kV IBICOARA T6 BA,BAICA
BAICA-5TR1,CHF,TR 500 / 230 kV IBICOARA T1 BA,BAICA
BAICA-5TR2,CHF,TR 500 / 230 kV IBICOARA T2 BA,BAICA
BAIGD-2TR1,CHF,TR 230 / 69 kV IGAPORA II T1 BA,BAIGD
BAIGD-2TR2,CHF,TR 230 / 69 kV IGAPORA II T2 BA,BAIGD
BAIGD-2TR3,CHF,TR 230 / 69 kV IGAPORA II T3 BA,BAIGD
BAIGT-5TR1,CHF,TR 500 / 230 kV IGAPORA III T1 BA,BAIGT
BAIGT-5TR2,CHF,TR 500 / 230 kV IGAPORA III T2 BA,BAIGT
BAIGT-5TR3,CHF,TR 500 / 230 kV IGAPORA III T3 BA,BAIGT
BAIGT-5TR4,CHF,TR 500 / 230 kV IGAPORA III T4 BA,BAIGT
BAIRE-0TRR3,CHF,TR 69 / 69 kV IRECE R3 BA,BAIRE
BAIRE-0TRS2,CHF,TR 69 / 69 kV IRECE R2 BA,BAIRE
BAIRE-204T6,CHF,TR 230 / 69 kV IRECE T6 BA,BAIRE
BAIRE-2TR1,CHF,TR 230 / 69 kV IRECE T1 BA,BAIRE
BAIRE-2TR2,CHF,TR 230 / 69 kV IRECE T2 BA,BAIRE
BAIRE-2TR3,CHF,TR 230 / 69 kV IRECE T3 BA,BAIRE
BAIRE-2TR4,CHF,TR 230 / 138 kV IRECE T4 BA,BAIRE
BAIRE-2TR5,CHF,TR 230 / 138 kV IRECE T5 BA,BAIRE
BAIRE-2TR6,CHF,TR 230 / 69 kV IRECE XT6 BA,BAIRE
BAIRE-2TR7,CHF,TR 230 / 13P8 kV IRECE T7 BA,BAIRE
BAIRE-2TR8,CHF,TR 230 / 138 kV IRECE T8 BA,BAIRE
BAITB32TR1,NRX,TR 230 / 138 kV ITABUNA III T1 BA,BAITB3
BAITB32TR2,NRX,TR 230 / 138 kV ITABUNA III T2 BA,BAITB3
BAITB32TR3,NRX,TR 230 / 138 kV ITABUNA III T3 BA,BAITB3
BAJCR-02TR3,CHF,TR 69 / 13P8 kV JACARACANGA T7 BA,BAJCR
BAJCR-2TR1,CHF,TR 230 / 69 kV JACARACANGA T1 BA,BAJCR
BAJCR-2TR2,CHF,TR 230 / 69 kV JACARACANGA T2 BA,BAJCR
BAJCR-2TR3,CHF,TR 230 / 69 kV JACARACANGA T3 BA,BAJCR
BAJCR-2TR3,CHF,TR 230 / 69 kV JACARACANGA T3X BA,BAJCR
BAJZD-0TR6,CHF,TR 69 / 13P8 kV JUAZEIRO II T6 BA,BAJZD
BAJZD-2TR1,CHF,TR 230 / 69 kV JUAZEIRO II T1 BA,BAJZD
BAJZD-2TR2,CHF,TR 230 / 69 kV JUAZEIRO II T2A BA,BAJZD
BAJZD-2TR3,CHF,TR 230 / 69 kV JUAZEIRO II T3 BA,BAJZD
BAJZD-2TR4,CHF,TR 230 / 69 kV JUAZEIRO II T2 BA,BAJZD
BAJZD-2TR4---------1,CHF,TR 230 / 69 kV JUAZEIRO II T4 BA,BAJZD
BAJZS-2TR1,SAG,TR 230 / 34P5 kV JUAZEIRO SOLAR T1 BA,BAJZS
BAJZS-2TR2,SAG,TR 230 / 34P5 kV JUAZEIRO SOLAR T2 BA,BAJZS
BAJZT-2TR2,CYM,TR 230 / 69 kV JUAZEIRO III T4 BA,BAJZT
BAJZT-2TR3,CYM,TR 230 / 69 kV JUAZEIRO III T3 BA,BAJZT
BAJZT-5TR1,CYM,TR 500 / 230 kV JUAZEIRO III T1 BA,BAJZT
BAJZT-5TR4,CYM,TR 500 / 230 kV JUAZEIRO III T2 BA,BAJZT
BALAL-0TR1,BRN,TR 69 / 34P5 kV LICINIO ALMEIDA T1 BA,BALAL
BALAL-0TR2,BRN,TR 69 / 34P5 kV LICINIO ALMEIDA T2 BA,BALAL
BALAL-0TR3,BRN,TR 69 / 34P5 kV LICINIO ALMEIDA T3 BA,BALAL
BALAP-2TR1,200,TR 230 / 34P5 kV LAPA T1 BA,BALAP
BALRA-2TRT1,SAG,TR 230 / 34P5 kV LARANJEIRAS T1 BA,BALRA
BALRA-2TRT2,SAG,TR 230 / 34P5 kV LARANJEIRAS T2 BA,BALRA
BALRA-2TRT3,SAG,TR 230 / 34P5 kV LARANJEIRAS T3 BA,BALRA
BALRA-2TRT4,SAG,TR 230 / 34P5 kV LARANJEIRAS T4 BA,BALRA
BALRA-2TRT5,SAG,TR 230 / 34P5 kV LARANJEIRAS T5 BA,BALRA
BAMCP-2T1,CHF,TR 230 / 69 kV MORRO CHAPEU II T1 BA,BAMPD
BAMCP-2TR2,CHF,TR 230 / 69 kV MORRO CHAPEU II T2 BA,BAMPD
BAMCP-5TRT6,CYM,TR 500 / 230 kV MORRO CHAPEU II T6 BA,BAMPD
BAMCS-2TR1,ENL,TR 230 / 34P5 kV MORR CHAPEU SUL T1 BA,BAMCS
BAMCS-2TR2,ENL,TR 230 / 34P5 kV MORR CHAPEU SUL T2 BA,BAMCS
BAMDN25TR1,CDR,TR 500 / 230 kV MEDEIROS NETOII 1 BA,BAMDN2
BAMDN25TR2,CDR,TR 500 / 13P8 kV MEDEIROS NETOII 2 BA,BAMDN2
BAMDN25TRT3,CDR,TR 500 / 230 kV MEDEIROS NETOII 3 BA,BAMDN2
BAMOR-2T1,AOP,TR 230 / 34P5 kV MORRAO T1 BA,BAMOR
BAMOR-2T2,AOP,TR 230 / 34P5 kV MORRAO T2 BA,BAMOR
BAMPD-2TR1,CHF,TR 230 / 69 kV MORRO CHAPEU II T1A BA,BAMPD
BAMPD-5TR1,CYM,TR 500 / 230 kV MORRO CHAPEU II T4 BA,BAMPD
BAMPD-5TR2,CYM,TR 500 / 230 kV MORRO CHAPEU II T5 BA,BAMPD
BAMPD-5TRQ1,CYM,TR 500 / 30 kV MORRO CHAPEU II Q1 BA,BAMPD
BAMS2-5TR1,ENL,TR 500 / 34P5 kV M CHAPEU SUL II T1 BA,RNMS2
BAMS2-5TRT2,ENL,TR 500 / 34P5 kV M CHAPEU SUL II T2 BA,RNMS2
BAMTT-204T8,CHF,TR 230 / 69 kV MATATU T8 BA,BAMTT
BAMTT-2TR1,CHF,TR 230 / 69 kV MATATU T1 BA,BAMTT
BAMTT-2TR2,CHF,TR 230 / 69 kV MATATU T2 BA,BAMTT
BAMTT-2TR3,CHF,TR 230 / 69 kV MATATU T3 BA,BAMTT
BAMTT-2TR4,CHF,TR 230 / 11P9 kV MATATU T4 BA,BAMTT
BAMTT-2TR5,CHF,TR 230 / 11P9 kV MATATU T5 BA,BAMTT
BAMTT-2TRT6,CHF,TR 230 / 69 kV MATATU T8X BA,BAMTT
BANBA-2TR3,CDR,TR 230 / 69 kV NARANDIBA T3 BA,BANRD
BANBA-2TR4,CDR,TR 230 / 69 kV NARANDIBA T4 BA,BANRD
BANGCD2TR1,NEG,TR 230 / 13P8 kV NE GENERATION T1 BA,BANGCD
BANGCD2TR2,NEG,TR 230 / 13P8 kV NE GENERATION T2 BA,BANGCD
BANGCD2TR3,NEG,TR 230 / 13P8 kV NE GENERATION T3 BA,BANGCD
BANGCD2TR4,NEG,TR 230 / 13P8 kV NE GENERATION T4 BA,BANGCD
BANGCD2TR5,NEG,TR 230 / 13P8 kV NE GENERATION T5 BA,BANGCD
BANHZ-5F702,GEN,TR 500 / 34P5 kV NOVO HORIZONTE 2 BA,BANHZ
BANHZ-5TR1,GEN,TR 500 / 34P5 kV NOVO HORIZONTE 1 BA,BANHZ
BANRD-2TR1,CDR,TR 230 / 69 kV NARANDIBA T1 BA,BANRD
BANRD-2TR2,CDR,TR 230 / 69 kV NARANDIBA T2 BA,BANRD
BANSC-0T2,BRN,TR 69 / 34P5 kV NSA. CONCEICAO T2 BA,BANSC
BANSC-0TR1,BRN,TR 69 / 34P5 kV NSA. CONCEICAO T1 BA,BANSC
BANSC-0TR3,BRN,TR 69 / 34P5 kV NSA. CONCEICAO T3 BA,BANSC
BAOLD-2TR1,CHF,TR 230 / 13P8 kV OLINDINA T1 BA,BAOLD
BAOLD-2TR1,MEP,TR 230 / 69 kV OLINDINA 1 BA,BAOLD
BAOLD-2TR2,MEP,TR 230 / 69 kV OLINDINA 2 BA,BAOLD
BAOLD-2TR2,MEP,TR 230 / 69 kV OLINDINA 2X BA,BAOLD
BAOLD-2TR3,MEP,TR 230 / 69 kV OLINDINA 1X BA,BAOLD
BAOLD-5TR1,,TR 500 / 230 kV OLINDINA 4 BA,BAOLD
BAOUR-5TR1,CYM,TR 500 / 230 kV OUROLANDIA II T1 BA,BAOUR
BAOUR-5TR2,CYM,TR 500 / 230 kV OUROLANDIA II T2 BA,BAOUR
BAOUR-5TR3,CYM,TR 500 / 230 kV OUROLANDIA II T3 BA,BAOUR
BAPAQ-5TR7,CHF,TR 500 / 230 kV P. AFONSO IV_SE T7 BA,BAPAQ
BAPAQ-5TR7,CHF,TR 500 / 230 kV P. AFONSO IV_SE T7X BA,BAPAQ
BAPAQ-5TR8,CHF,TR 500 / 230 kV P. AFONSO IV_SE T8X BA,BAPAQ
BAPAQ-5TRT8,CHF,TR 500 / 230 kV P. AFONSO IV_SE T8 BA,BAPAQ
BAPBR-2TRT2,DRA,TR 230 / 34P5 kV PEDRA BRANCA T2 BA,BACPBR
BAPEL-0TR1,AOP,TR 69 / 34P5 kV PELOURINHO T1 BA,BAPEL
BAPEL-0TR2,AOP,TR 69 / 34P5 kV PELOURINHO T2 BA,BAPEL
BAPLO-2TR1,CHF,TR 230 / 69 kV POLO T1 BA,BAPLO
BAPLO-2TR2,CHF,TR 230 / 69 kV POLO T2 BA,BAPLO
BAPLO-2TRT,CHF,TR 230 / 69 kV POLO T3 BA,BAPLO
BAPND-2TR1,CHF,TR 230 / 69 kV PINDAI II T1X BA,BAPND
BAPND-2TR2,CHF,TR 230 / 69 kV PINDAI II T2X BA,BAPND
BAPND-2TRT1,CHF,TR 230 / 69 kV PINDAI II T1 BA,BAPND
BAPND-2TRT2,CHF,TR 230 / 69 kV PINDAI II T2 BA,BAPND
BAPNT-0TR1,BRN,TR 69 / 34P5 kV PLANALTINA T1 BA,BAPNT
BAPNT-0TR2,BRN,TR 69 / 34P5 kV PLANALTINA T2 BA,BAPNT
BAPOD-2TR1,CHF,TR 230 / 138 kV POCOES II T1 BA,BAPOD
BAPOD-2TR2,CHF,TR 230 / 138 kV POCOES II T2 BA,BAPOD
BAPOD-2TR3,,TR 230 / 138 kV POCOES II 3 BA,BAPOD
BAPOD-2TRT3,CHF,TR 230 / 138 kV POCOES II T3 BA,BAPOD
BAPOD-5TR3,IBT,TR 500 / 230 kV POCOES III T1 BA,BAPOT
BAPOT-5TR2,,TR 500 / 230 kV POCOES III 2 BA,BAPOT
BAPPT-5TR1,ENL,TR 500 / 34P5 kV PEDRA PINTADA 1 BA,BAPPT
BAPRJ-2TR1,MEP,TR 230 / 69 kV PIRAJA T1 BA,BAPRJ
BAPRJ-2TR2,MEP,TR 230 / 69 kV PIRAJA T2 BA,BAPRJ
BAPRJ-2TR3,CHF,TR 230 / 69 kV PIRAJA T3 BA,BAPRJ
BAPTU-02TR6,CHF,TR 69 / 13P8 kV PITUACU T6 BA,BAPTU
BAPTU-2TR1,CHF,TR 230 / 69 kV PITUACU T1 BA,BAPTU
BAPTU-2TR2,CHF,TR 230 / 69 kV PITUACU T2 BA,BAPTU
BAPTU-2TR3,CHF,TR 230 / 69 kV PITUACU T3 BA,BAPTU
BAPTU-2TR4,CHF,TR 230 / 69 kV PITUACU T4 BA,BAPTU
BAQUN-2TRT1,EEL,TR 230 / 34P5 kV QUINA T1 BA,BAQUN
BAQUN-2TRT1,EEL,TR 230 / 34P5 kV QUINA TX1 BA,BAQUN
BAQUN-2TRT2,EEL,TR 230 / 34P5 kV QUINA T2 BA,BAQUN
BAQUN-2TRT2,EEL,TR 230 / 34P5 kV QUINA TX2 BA,BAQUN
BAQUN-5TRT,EEL,TR 500 / 230 kV QUINA TX3 BA,BAQUN
BAQUN-5TRT3,EEL,TR 500 / 230 kV QUINA T3 BA,BAQUN
BARDE-5TR1,CDR,TR 500 / 230 kV RIO DAS EGUAS T1X BA,BARDE
BARDE-5TR2,CDR,TR 500 / 230 kV RIO DAS EGUAS T2X BA,BARDE
BARDE-5TRT1,CDR,TR 500 / 230 kV RIO DAS EGUAS T1 BA,BARDE
BARDE-5TRT2,CDR,TR 500 / 230 kV RIO DAS EGUAS T2 BA,BARDE
BARFD-2T1,CDR,TR 230 / 138 kV RIO FORMOSO II T1 BA,BARFM
BARFD-2TRT2,CDR,TR 230 / 138 kV RIO FORMOSO II T2 BA,BARFM
BARFM-2TR1,CDR,TR 230 / 138 kV RIO FORMOSO II TX1 BA,BARFM
BARFM-2TR2,CDR,TR 230 / 138 kV RIO FORMOSO II TX2 BA,BARFM
BARGD-2TR1,TAE,TR 230 / 138 kV RIO GRANDE II T1 BA,BARGD
BARGD-2TR2,TAE,TR 230 / 138 kV RIO GRANDE II T2 BA,BARGD
BARGD-2TR3,,TR 230 / 138 kV RIO GRANDE II 3 BA,BARGD
BASAR-2T1,GSU,TR 230 / 34P5 kV SERRA D ASSURUA T1 BA,BASAR
BASAR-2TRT2,GSU,TR 230 / 34P5 kV SERRA D ASSURUA T2 BA,BASAR
BASAR-2TRT3,GSU,TR 230 / 34P5 kV SERRA D ASSURUA T3 BA,BASAR
BASAZ-1TRTP,ENL,TR 138 / 34P5 kV SERRA AZUL TP BA,BASAZ
BASAZ-2TR1,ENL,TR 230 / 34P5 kV SERRA AZUL T1 BA,BASAZ
BASAZ-2TR2,ENL,TR 230 / 34P5 kV SERRA AZUL T2 BA,BASAZ
BASDA15TRT1,GEN,TR 500 / 34P5 kV COL.S.D.ALMAS I T1 BA,BASDA1
BASDB-2T3A,GEN,TR 230 / 34P5 kV SERRA BABILONIA T3 BA,BASDB
BASDB-2TR1,GEN,TR 230 / 34P5 kV SERRA BABILONIA T1 BA,BASDB
BASDB-2TR2,GEN,TR 230 / 34P5 kV SERRA BABILONIA T2 BA,BASDB
BASDB-2TRT3,GEN,TR 230 / 34P5 kV SERRA BABILONIA T3X BA,BASDB
BASDS-5TF1,GEN,TR 500 / 34P5 kV COL SOL SERTAO TF1 BA,BASSD
BASDS-5TRT,GEN,TR 500 / 34P5 kV COL SOL SERTAO TF2 BA,BASSD
BASNB-0TRS1,CHF,TR 69 / 69 kV SR.BONFIM II R1 BA,BASNB
BASNB-0TRS2,CHF,TR 69 / 69 kV SR.BONFIM II R2 BA,BASNB
BASNB-2T2A,CHF,TR 230 / 138 kV SR.BONFIM II T2 BA,BASNB
BASNB-2TR1,CHF,TR 230 / 69 kV SR.BONFIM II T1 BA,BASNB
BASNB-2TR2,CHF,TR 230 / 69 kV SR.BONFIM II T2X BA,BASNB
BASNB-2TR3,CHF,TR 230 / 69 kV SR.BONFIM II T3 BA,BASNB
BASNB-2TR4,CHF,TR 230 / 69 kV SR.BONFIM II 4A BA,BASNB
BASNB-2TR5,CHF,TR 230 / 138 kV SR.BONFIM II T4 BA,BASNB
BASNB-2TR5---------1,CHF,TR 230 / 138 kV SR.BONFIM II T5 BA,BASNB
BASPD-0TR1,SAG,TR 69 / 34P5 kV SAO PEDRO T1 BA,BASPD
BASPU-2TR1,TAE,TR 230 / 19P9 kV SAPEACU T4 BA,BASPU
BASPU-5TR1,TAE,TR 500 / 230 kV SAPEACU T1 BA,BASPU
BASPU-5TR2,TAE,TR 500 / 230 kV SAPEACU T2 BA,BASPU
BASPU-5TR3,TAE,TR 500 / 230 kV SAPEACU T3 BA,BASPU
BASSB-0TRT1,GSU,TR 69 / 34P5 kV SERTAO SOLAR BA T1 BA,BASSB
BASTJ-02TR5,CHF,TR 69 / 13P8 kV STO.A.JESUS T5 BA,BASTJ
BASTJ-2TR1,CHF,TR 230 / 69 kV STO.A.JESUS T1 BA,BASTJ
BASTJ-2TR2,CHF,TR 230 / 69 kV STO.A.JESUS T2 BA,BASTJ
BASTJ-2TR3,CHF,TR 230 / 69 kV STO.A.JESUS T3 BA,BASTJ
BASVT-2TRT,GEN,TR 230 / 34P5 kV COL SAO VITOR T1 BA,BASVT
BASVT-2TRT2,GEN,TR 230 / 34P5 kV COL SAO VITOR T2 BA,BASVT
BATBD-2TR1,EEL,TR 230 / 34P5 kV TAMBORIL II T2 BA,BATBD
BATBR-2TRT1,EEL,TR 230 / 34P5 kV TAMBORIL I T1 BA,BATBR
BATBR-2TRT1,EEL,TR 230 / 34P5 kV TAMBORIL I TX1 BA,BATBR
BATBV-2TR1,ENL,TR 230 / 34P5 kV TABOCAS BRJ VLH T1 BA,BATBV
BATBV-2TR2,ENL,TR 230 / 34P5 kV TABOCAS BRJ VLH T2 BA,BATBV
BATFD-2TR3,,TR 230 / 138 kV TEIX FREITAS II 3 BA,BATXF
BATMB-0TR2,,TR 69 / 13P8 kV TOMBA 2 BA,BATMB
BATMB-0TR5,CBA,TR 69 / 13P8 kV TOMBA T5 BA,BATMB
BATMB-0TR6,CBA,TR 69 / 13P8 kV TOMBA T6 BA,BATMB
BATMB-2TR1,CDR,TR 230 / 69 kV TOMBA T1 BA,BATMB
BATMB-2TR2,CDR,TR 230 / 69 kV TOMBA T2 BA,BATMB
BATMB-2TR3,CDR,TR 230 / 69 kV TOMBA T3 BA,BATMB
BATMB-2TR4,CDR,TR 230 / 69 kV TOMBA T4 BA,BATMB
BATQN-204T1,200,TR 230 / 34P5 kV TANQUE NOVO T1 BA,BATQN
BATQN-2T2,200,TR 230 / 34P5 kV TANQUE NOVO T2 BA,BATQN
BATUC-5T1,AOP,TR 500 / 34P5 kV TUCANO T1 BA,BATUC
BATUC-5TRT2,AOP,TR 500 / 34P5 kV TUCANO T2 BA,BATUC
BATXF-2TR1,CHF,TR 230 / 138 kV TEIX FREITAS II T1 BA,BATXF
BATXF-2TR2,CHF,TR 230 / 138 kV TEIX FREITAS II T2 BA,BATXF
BAUAS-2TR1,CHF,TR 230 / 13P8 kV APOLONIO SALES T1 BA,BAUAS
BAUAS-2TR2,CHF,TR 230 / 13P8 kV APOLONIO SALES T2 BA,BAUAS
BAUBN-2TR1,GSU,TR 230 / 34P5 kV UMBURANAS T1 BA,BAUBN
BAUBN-2TR2,GSU,TR 230 / 34P5 kV UMBURANAS T2 BA,BAUBN
BAUBN-2TR3,GSU,TR 230 / 34P5 kV UMBURANAS T3 BA,BAUBN
BAUBR-1T1,SAG,TR 138 / 34P5 kV COL UBERLANDIA T1 BA,BAUBR
BAUCM-2TR1,NNM,TR 230 / 13P8 kV UTE APOENA T1 BA,BAUCM
BAUCM-2TR2,NNM,TR 230 / 13P8 kV UTE APOENA T2 BA,BAUCM
BAUCP-2TR1,NNM,TR 230 / 6P6 kV UTE GUARANI T1 BA,BAPOLO
BAUCP-2TR2,NNM,TR 230 / 6P6 kV UTE GUARANI T2 BA,BAPOLO
BAUCV-2TR1,VCL,TR 230 / 13P8 kV P.DO CAVALO T1 BA,BAUCV
BAUCV-2TR2,VCL,TR 230 / 13P8 kV P.DO CAVALO T2 BA,BAUCV
BAUFL-1TR1,CHF,TR 138 / 6P9 kV US. FUNIL T1 BA,BAUFL
BAUFL-1TR2,CHF,TR 138 / 6P9 kV US. FUNIL T2 BA,BAUFL
BAUFL-1TR3,CHF,TR 138 / 6P9 kV US. FUNIL T3 BA,BAUFL
BAUGD-2TR3,C10,TR 230 / 13P8 kV UTE GLOBAL II T3 BA,BAUGD
BAUGD-2TR4,C10,TR 230 / 13P8 kV UTE GLOBAL II T4 BA,BAUGD
BAUGU-2TR1,C10,TR 230 / 13P8 kV UTE GLOBAL I T1 BA,BAUGU
BAUGU-2TR2,C10,TR 230 / 13P8 kV UTE GLOBAL I T2 BA,BAUGU
BAUITP2TRE1,FEB,TR 230 / 13P8 kV ITAPEBI US T1 BA,BAUIT1
BAUITP2TRE2,FEB,TR 230 / 13P8 kV ITAPEBI US T2 BA,BAUIT1
BAUITP2TRE3,FEB,TR 230 / 13P8 kV ITAPEBI US T3 BA,BAUIT1
BAUMB-2TR2,,TR 230 / 34P5 kV UMBUZEIRO T2 BA,BAUMB
BAUMB-2TRT1,,TR 230 / 34P5 kV UMBUZEIRO T1 BA,BAUMB
BAUMB-5TRT3,,TR 500 / 230 kV UMBUZEIRO T3 BA,BAUMB
BAUPR-2TRT2,IME,TR 230 / 13P8 kV UTE PROSPERIDAD T2 BA,BAUPR
BAUPR-2TRT3,IME,TR 230 / 13P8 kV UTE PROSPERIDAD T3 BA,BAUPR
BAUPR12TR1,IME,TR 230 / 13P8 kV UTE PROSPERIDAD T1 BA,BAUPR
BAUSB-5TR1,CHF,TR 500 / 13P8 kV U.SOBRADINHO T1 BA,BAUSB
BAUSB-5TR2,CHF,TR 500 / 13P8 kV U.SOBRADINHO T2 BA,BAUSB
BAUSB-5TR3,CHF,TR 500 / 13P8 kV U.SOBRADINHO T3 BA,BAUSB
BAUSB-5TR4,CHF,TR 500 / 230 kV U.SOBRADINHO T4 BA,BAUSB
BAUSB-5TR5,CHF,TR 500 / 230 kV U.SOBRADINHO T5 BA,BAUSB
BAUSB-5TR5,CHF,TR 500 / 230 kV U.SOBRADINHO T5X BA,BAUSB
BAUSB-5TR6,CHF,TR 500 / 230 kV U.SOBRADINHO T6 BA,BAUSB
BAUSD-2TR1,CHF,TR 230 / 13P8 kV P. AFONSO II T4 BA,BAUSD
BAUSD-2TR2,CHF,TR 230 / 138 kV P. AFONSO II T5 BA,BAUSD
